"FF3 Alpha","FF5 Alpha","XSF Alpha","FF11 Alpha","FF3 SE","FF5 SE","XSF SE","FF11 SE","FF3 T-Stat","FF5 T-Stat","XSF T-Stat","FF11 T-Stat","FF3 P-val","FF5 P-val","XSF P-val","FF11 P-val"
0.983176545908227,0.998549287592243,1.01242765358925,1.0990471965694,0.122840919945972,0.127208257047796,0.126826961718152,0.135042609476306,8.00365665073699,7.84972069240015,7.98274783116834,8.13852161796554,3.52070253381846e-14,9.8294489195961e-14,4.08270617993572e-14,1.58594365514769e-14
