date,date_dt,yy,mm,method,gross_ret,sdf_ret,turnover_raw,turnover,cost,net_ret
19930226,1994-02-28,1994,2,"AP-tree + RM AP-pruning (static + stock-level TC, lagged trade)",0.027362477869045145,0.5433553130312421,0.9721149920775648,0.9721149920775648,0.002430287480193912,0.024932190388851232
19930331,1994-03-31,1994,3,"AP-tree + RM AP-pruning (static + stock-level TC, lagged trade)",0.017255158094188806,0.3426473973790995,0.3368254950300055,0.3368254950300055,0.0008420637375750138,0.01641309435661379
19930430,1994-04-30,1994,4,"AP-tree + RM AP-pruning (static + stock-level TC, lagged trade)",0.010269908019950282,0.2039365408969403,0.3164742192802987,0.3164742192802987,0.0007911855482007468,0.009478722471749535
19930528,1994-05-31,1994,5,"AP-tree + RM AP-pruning (static + stock-level TC, lagged trade)",0.010337486698825768,0.20527849663612308,0.3386348543895099,0.3386348543895099,0.0008465871359737748,0.009490899562851993
19930630,1994-06-30,1994,6,"AP-tree + RM AP-pruning (static + stock-level TC, lagged trade)",0.0048317309668373205,0.09594696447205395,0.3077136733602288,0.3077136733602288,0.000769284183400572,0.004062446783436749
19930730,1994-07-31,1994,7,"AP-tree + RM AP-pruning (static + stock-level TC, lagged trade)",0.014792358158561706,0.293741905838443,0.28385206753824965,0.28385206753824965,0.0007096301688456242,0.014082727989716081
19930831,1994-08-31,1994,8,"AP-tree + RM AP-pruning (static + stock-level TC, lagged trade)",0.005327382570547946,0.10578945511115287,1.0836752541388215,1.0836752541388215,0.002709188135347054,0.002618194435200892
19930930,1994-09-30,1994,9,"AP-tree + RM AP-pruning (static + stock-level TC, lagged trade)",-0.0007624934864644329,-0.015141351196518011,0.26860600404588847,0.26860600404588847,0.0006715150101147212,-0.0014340084965791542
19931029,1994-10-31,1994,10,"AP-tree + RM AP-pruning (static + stock-level TC, lagged trade)",0.011428694158357145,0.22694734452312143,0.27681902965355853,0.27681902965355853,0.0006920475741338963,0.010736646584223249
19931130,1994-11-30,1994,11,"AP-tree + RM AP-pruning (static + stock-level TC, lagged trade)",0.017960341993613668,0.3566507131698107,0.3026883196955684,0.3026883196955684,0.000756720799238921,0.017203621194374748
19931231,1994-12-31,1994,12,"AP-tree + RM AP-pruning (static + stock-level TC, lagged trade)",0.011321651229160115,0.22482172035341005,0.3038410000875188,0.3038410000875188,0.000759602500218797,0.010562048728941318
19940131,1995-01-31,1995,1,"AP-tree + RM AP-pruning (static + stock-level TC, lagged trade)",0.01973977703945329,0.39198616381789525,0.29947961184038907,0.29947961184038907,0.0007486990296009727,0.01899107800985232
19940228,1995-02-28,1995,2,"AP-tree + RM AP-pruning (static + stock-level TC, lagged trade)",0.017630679018303636,0.3501043714970402,0.299472721323498,0.299472721323498,0.000748681803308745,0.016881997214994893
19940331,1995-03-31,1995,3,"AP-tree + RM AP-pruning (static + stock-level TC, lagged trade)",0.011254995306037987,0.22349808840213925,0.3249540703716419,0.3249540703716419,0.0008123851759291048,0.010442610130108882
19940429,1995-04-30,1995,4,"AP-tree + RM AP-pruning (static + stock-level TC, lagged trade)",0.013958032769289539,0.277174139745492,0.2638382175143884,0.2638382175143884,0.000659595543785971,0.013298437225503567
19940531,1995-05-31,1995,5,"AP-tree + RM AP-pruning (static + stock-level TC, lagged trade)",0.013606875483967072,0.2702009709556347,0.2980611549987169,0.2980611549987169,0.0007451528874967922,0.01286172259647028
19940630,1995-06-30,1995,6,"AP-tree + RM AP-pruning (static + stock-level TC, lagged trade)",0.0073400080728106614,0.14575552708132922,0.26286983435806405,0.26286983435806405,0.0006571745858951601,0.006682833486915501
19940729,1995-07-31,1995,7,"AP-tree + RM AP-pruning (static + stock-level TC, lagged trade)",0.00916152998675243,0.1819267252630104,0.28176513044233903,0.28176513044233903,0.0007044128261058475,0.008457117160646583
19940831,1995-08-31,1995,8,"AP-tree + RM AP-pruning (static + stock-level TC, lagged trade)",0.0071819632734162284,0.14261712412459,1.0927016059279717,1.0927016059279717,0.0027317540148199294,0.004450209258596299
19940930,1995-09-30,1995,9,"AP-tree + RM AP-pruning (static + stock-level TC, lagged trade)",-0.00047451632799029456,-0.009422793109877016,0.2911810987452948,0.2911810987452948,0.000727952746863237,-0.0012024690748535316
19941031,1995-10-31,1995,10,"AP-tree + RM AP-pruning (static + stock-level TC, lagged trade)",0.008326895692362894,0.16535282503127446,0.2814729566254845,0.2814729566254845,0.0007036823915637112,0.007623213300799183
19941130,1995-11-30,1995,11,"AP-tree + RM AP-pruning (static + stock-level TC, lagged trade)",-0.003070903094417994,-0.06098100910823418,0.29210475212121945,0.29210475212121945,0.0007302618803030486,-0.0038011649747210427
19941230,1995-12-31,1995,12,"AP-tree + RM AP-pruning (static + stock-level TC, lagged trade)",0.02348585867236585,0.46637465187929544,0.2823909733636534,0.2823909733636534,0.0007059774334091334,0.022779881238956714
19950131,1996-01-31,1996,1,"AP-tree + RM AP-pruning (static + stock-level TC, lagged trade)",0.00179166680683981,0.03557834503648713,0.2871534643452574,0.2871534643452574,0.0007178836608631435,0.0010737831459766665
19950228,1996-02-29,1996,2,"AP-tree + RM AP-pruning (static + stock-level TC, lagged trade)",0.0035454505483887315,0.0704044203078518,0.2913571939732301,0.2913571939732301,0.0007283929849330753,0.0028170575634556562
19950331,1996-03-31,1996,3,"AP-tree + RM AP-pruning (static + stock-level TC, lagged trade)",0.009358513420706226,0.18583835914098668,0.3020151406567877,0.3020151406567877,0.0007550378516419693,0.008603475569064257
19950428,1996-04-30,1996,4,"AP-tree + RM AP-pruning (static + stock-level TC, lagged trade)",0.0042900108233345415,0.0851896595394743,0.29192787793621094,0.29192787793621094,0.0007298196948405274,0.003560191128494014
19950531,1996-05-31,1996,5,"AP-tree + RM AP-pruning (static + stock-level TC, lagged trade)",-0.003280323867446651,-0.065139619678111,0.30808844037521094,0.30808844037521094,0.0007702211009380273,-0.0040505449683846785
19950630,1996-06-30,1996,6,"AP-tree + RM AP-pruning (static + stock-level TC, lagged trade)",-0.001825355155702406,-0.03624731746761514,0.2964406582725971,0.2964406582725971,0.0007411016456814927,-0.0025664568013838984
19950731,1996-07-31,1996,7,"AP-tree + RM AP-pruning (static + stock-level TC, lagged trade)",0.002317764900051865,0.046025432302869665,0.3159059885878205,0.3159059885878205,0.0007897649714695513,0.0015279999285823138
19950831,1996-08-31,1996,8,"AP-tree + RM AP-pruning (static + stock-level TC, lagged trade)",-0.007217186280348282,-0.1433165713036453,1.1566246244861038,1.1566246244861038,0.0028915615612152596,-0.010108747841563542
19950929,1996-09-30,1996,9,"AP-tree + RM AP-pruning (static + stock-level TC, lagged trade)",0.011769601604932796,0.23371697530127358,0.2942003183320659,0.2942003183320659,0.0007355007958301647,0.011034100809102632
19951031,1996-10-31,1996,10,"AP-tree + RM AP-pruning (static + stock-level TC, lagged trade)",0.008679200569258316,0.1723487823266663,0.31558874668597503,0.31558874668597503,0.0007889718667149376,0.007890228702543379
19951130,1996-11-30,1996,11,"AP-tree + RM AP-pruning (static + stock-level TC, lagged trade)",0.00023636091107141386,0.0046935791940410174,0.27321137419184044,0.27321137419184044,0.0006830284354796011,-0.0004466675244081872
19951229,1996-12-31,1996,12,"AP-tree + RM AP-pruning (static + stock-level TC, lagged trade)",0.008853171742050536,0.17580344610029572,0.31348212251825935,0.31348212251825935,0.0007837053062956485,0.008069466435754888
19960131,1997-01-31,1997,1,"AP-tree + RM AP-pruning (static + stock-level TC, lagged trade)",0.010221574153073886,0.2029767424644911,0.31423987877787607,0.31423987877787607,0.0007855996969446902,0.009435974456129195
19960229,1997-02-28,1997,2,"AP-tree + RM AP-pruning (static + stock-level TC, lagged trade)",-0.0034352221949695543,-0.06821554100519356,0.3120647877304973,0.3120647877304973,0.0007801619693262432,-0.004215384164295797
19960329,1997-03-31,1997,3,"AP-tree + RM AP-pruning (static + stock-level TC, lagged trade)",0.012593862523523187,0.25008488436212545,0.3375456432732473,0.3375456432732473,0.0008438641081831183,0.011749998415340069
19960430,1997-04-30,1997,4,"AP-tree + RM AP-pruning (static + stock-level TC, lagged trade)",-0.003935672569088178,-0.0781533240885543,0.2906372219732262,0.2906372219732262,0.0007265930549330656,-0.004662265624021243
19960531,1997-05-31,1997,5,"AP-tree + RM AP-pruning (static + stock-level TC, lagged trade)",0.01908561662245443,0.3789960559829186,0.3358548206913152,0.3358548206913152,0.0008396370517282881,0.018245979570726142
19960628,1997-06-30,1997,6,"AP-tree + RM AP-pruning (static + stock-level TC, lagged trade)",0.01411083824939015,0.280208501979436,0.31550691498287675,0.31550691498287675,0.0007887672874571918,0.013322070961932959
19960731,1997-07-31,1997,7,"AP-tree + RM AP-pruning (static + stock-level TC, lagged trade)",0.006420133881565724,0.12748896030600457,0.31431899251664513,0.31431899251664513,0.0007857974812916129,0.005634336400274111
