sample,start_row,end_row_exclusive,sharpe_sdf_monthly,sharpe_trade_monthly
cv_train,0,240,0.667778355392604,0.667778355392604
cv_valid,240,360,1.014917560598083,1.0149175605980834
full_train_valid,0,360,0.7849646514100981,0.7849646514100981
test,360,636,0.6406237743467585,0.6406237743467585
