date,date_dt,yy,mm,method,gross_ret,sdf_ret,turnover_raw,turnover,cost,net_ret
19930129,1994-01-31,1994,1,AP-tree + RM AP-pruning (static + stock-level TC),0.01865286054280692,0.3631177206113744,0.9416686572055943,0.9416686572055943,0.0023541716430139858,0.016298688899792937
19930226,1994-02-28,1994,2,AP-tree + RM AP-pruning (static + stock-level TC),0.030262534795734923,0.5891247956167934,0.3453415332505456,0.3453415332505456,0.0008633538331263641,0.02939918096260856
19930331,1994-03-31,1994,3,AP-tree + RM AP-pruning (static + stock-level TC),0.029983242449696898,0.5836877743167742,0.32380741937152663,0.32380741937152663,0.0008095185484288166,0.02917372390126808
19930430,1994-04-30,1994,4,AP-tree + RM AP-pruning (static + stock-level TC),0.012072162090437155,0.2350103873382055,0.34708113739386914,0.34708113739386914,0.0008677028434846729,0.011204459246952483
19930528,1994-05-31,1994,5,AP-tree + RM AP-pruning (static + stock-level TC),0.00850294369553982,0.16552793745096278,0.32687325980594173,0.32687325980594173,0.0008171831495148544,0.007685760546024966
19930630,1994-06-30,1994,6,AP-tree + RM AP-pruning (static + stock-level TC),0.006140326349257612,0.11953455088754245,0.2961903611807716,0.2961903611807716,0.0007404759029519289,0.005399850446305683
19930730,1994-07-31,1994,7,AP-tree + RM AP-pruning (static + stock-level TC),0.00620341721789453,0.1207627492305394,1.0085498672937332,1.0085498672937332,0.002521374668234333,0.0036820425496601967
19930831,1994-08-31,1994,8,AP-tree + RM AP-pruning (static + stock-level TC),0.006863034827335482,0.13360361308976607,0.27955986634566266,0.27955986634566266,0.0006988996658641567,0.006164135161471325
19930930,1994-09-30,1994,9,AP-tree + RM AP-pruning (static + stock-level TC),-0.002494924137819511,-0.04856902049657369,0.29510655031757843,0.29510655031757843,0.0007377663757939461,-0.003232690513613457
19931029,1994-10-31,1994,10,AP-tree + RM AP-pruning (static + stock-level TC),0.00958138490711601,0.18652209615719556,0.31299793679432586,0.31299793679432586,0.0007824948419858146,0.008798890065130197
19931130,1994-11-30,1994,11,AP-tree + RM AP-pruning (static + stock-level TC),0.016881083018318907,0.3286262915543632,0.3084270329299896,0.3084270329299896,0.000771067582324974,0.016110015435993934
19931231,1994-12-31,1994,12,AP-tree + RM AP-pruning (static + stock-level TC),0.005668011383869704,0.1103399325474383,0.3011943241857582,0.3011943241857582,0.0007529858104643955,0.004915025573405308
19940131,1995-01-31,1995,1,AP-tree + RM AP-pruning (static + stock-level TC),0.022825737819987972,0.4443516783629808,0.3217721383491395,0.3217721383491395,0.0008044303458728487,0.022021307474115123
19940228,1995-02-28,1995,2,AP-tree + RM AP-pruning (static + stock-level TC),0.01633362096813635,0.3179687749055198,0.34089325396413606,0.34089325396413606,0.0008522331349103402,0.015481387833226008
19940331,1995-03-31,1995,3,AP-tree + RM AP-pruning (static + stock-level TC),0.012231118193175107,0.23810480696199524,0.287587748390556,0.287587748390556,0.00071896937097639,0.011512148822198717
19940429,1995-04-30,1995,4,AP-tree + RM AP-pruning (static + stock-level TC),0.00883321622964113,0.17195739686219816,0.31533209791602534,0.31533209791602534,0.0007883302447900634,0.008044885984851067
