sample,start_row,end_row_exclusive,sharpe_sdf_monthly,sharpe_trade_monthly
cv_train,0,240,0.6540972504183549,0.6540972504183549
cv_valid,240,360,0.911231169379262,0.911231169379262
full_train_valid,0,360,0.760903314018794,0.760903314018794
test,360,635,0.6300625881188254,0.6300625881188253
