date,date_dt,yy,mm,method,gross_ret,turnover_raw,turnover,cost,net_ret
19930129,1994-01-31,1994,1,"AP-tree + RM baseline (static, no TC)",0.024521465733500274,0.0,0.0,0.0,0.024521465733500274
19930226,1994-02-28,1994,2,"AP-tree + RM baseline (static, no TC)",0.04384224072250278,0.0,0.0,0.0,0.04384224072250278
19930331,1994-03-31,1994,3,"AP-tree + RM baseline (static, no TC)",0.032570117060302675,0.0,0.0,0.0,0.032570117060302675
19930430,1994-04-30,1994,4,"AP-tree + RM baseline (static, no TC)",-0.018506608542441075,0.0,0.0,0.0,-0.018506608542441075
19930528,1994-05-31,1994,5,"AP-tree + RM baseline (static, no TC)",0.01915002010769973,0.0,0.0,0.0,0.01915002010769973
19930630,1994-06-30,1994,6,"AP-tree + RM baseline (static, no TC)",0.017177167908592382,0.0,0.0,0.0,0.017177167908592382
19930730,1994-07-31,1994,7,"AP-tree + RM baseline (static, no TC)",0.015709743113850563,0.0,0.0,0.0,0.015709743113850563
19930831,1994-08-31,1994,8,"AP-tree + RM baseline (static, no TC)",0.0451353766571182,0.0,0.0,0.0,0.0451353766571182
19930930,1994-09-30,1994,9,"AP-tree + RM baseline (static, no TC)",-0.007621297801738291,0.0,0.0,0.0,-0.007621297801738291
19931029,1994-10-31,1994,10,"AP-tree + RM baseline (static, no TC)",0.010130150345153414,0.0,0.0,0.0,0.010130150345153414
19931130,1994-11-30,1994,11,"AP-tree + RM baseline (static, no TC)",-0.030506827740411822,0.0,0.0,0.0,-0.030506827740411822
19931231,1994-12-31,1994,12,"AP-tree + RM baseline (static, no TC)",0.016467440899925998,0.0,0.0,0.0,0.016467440899925998
19940131,1995-01-31,1995,1,"AP-tree + RM baseline (static, no TC)",0.03272763874010973,0.0,0.0,0.0,0.03272763874010973
19940228,1995-02-28,1995,2,"AP-tree + RM baseline (static, no TC)",-0.028506058116225422,0.0,0.0,0.0,-0.028506058116225422
19940331,1995-03-31,1995,3,"AP-tree + RM baseline (static, no TC)",-0.04720531870121989,0.0,0.0,0.0,-0.04720531870121989
19940429,1995-04-30,1995,4,"AP-tree + RM baseline (static, no TC)",0.027713463477907402,0.0,0.0,0.0,0.027713463477907402
19940531,1995-05-31,1995,5,"AP-tree + RM baseline (static, no TC)",-0.0034274631392308907,0.0,0.0,0.0,-0.0034274631392308907
19940630,1995-06-30,1995,6,"AP-tree + RM baseline (static, no TC)",-0.014153462828578774,0.0,0.0,0.0,-0.014153462828578774
19940729,1995-07-31,1995,7,"AP-tree + RM baseline (static, no TC)",0.03715360900599604,0.0,0.0,0.0,0.03715360900599604
19940831,1995-08-31,1995,8,"AP-tree + RM baseline (static, no TC)",0.03794922499937198,0.0,0.0,0.0,0.03794922499937198
19940930,1995-09-30,1995,9,"AP-tree + RM baseline (static, no TC)",-0.012422428765970762,0.0,0.0,0.0,-0.012422428765970762
19941031,1995-10-31,1995,10,"AP-tree + RM baseline (static, no TC)",0.016443717858573997,0.0,0.0,0.0,0.016443717858573997
19941130,1995-11-30,1995,11,"AP-tree + RM baseline (static, no TC)",-0.04080666944404422,0.0,0.0,0.0,-0.04080666944404422
19941230,1995-12-31,1995,12,"AP-tree + RM baseline (static, no TC)",0.016016186554359442,0.0,0.0,0.0,0.016016186554359442
19950131,1996-01-31,1996,1,"AP-tree + RM baseline (static, no TC)",0.014228025935745337,0.0,0.0,0.0,0.014228025935745337
19950228,1996-02-29,1996,2,"AP-tree + RM baseline (static, no TC)",0.035717555757017544,0.0,0.0,0.0,0.035717555757017544
19950331,1996-03-31,1996,3,"AP-tree + RM baseline (static, no TC)",0.032562539835292635,0.0,0.0,0.0,0.032562539835292635
19950428,1996-04-30,1996,4,"AP-tree + RM baseline (static, no TC)",0.03013503387936956,0.0,0.0,0.0,0.03013503387936956
19950531,1996-05-31,1996,5,"AP-tree + RM baseline (static, no TC)",0.04083767599764934,0.0,0.0,0.0,0.04083767599764934
