"X1111.1","X3111.11111","X3311.111","X1221.1111","X2221.11111","X3231.1121","X3331.12221","X2122.11111","X3123.12112","X3133.12122"
0.0466307927093281,0.0934669899387499,0.072348360991738,0.108424389278255,0.119461751842867,0.0803176564901818,0.0688855280589598,0.13597326850613,0.0919126703167103,0.0673753994799736
-0.0280451247841321,-0.0178964583631336,-0.0111736922062733,-0.0104322585180838,-0.0221931486837305,-0.00573062027272497,-0.0175907944396058,-0.0151215661615069,-0.00874023133304841,-0.0213945804944938
0.0368110597221766,0.00589669103846016,0.0275292266749431,0.0172658521604486,-0.00437751297610367,0.0423591826469506,0.0106241884161248,-0.00858549533973284,0.0281304517502834,0.0214008061160343
0.0458162242226414,0.02044248655616,0.0448104232223926,0.0258714033608451,0.0238296186289347,0.0368418848077705,0.0382749811599218,0.0095588567172715,0.0257547678859333,0.0686603943357621
0.0208590424269059,0.0498364305051107,0.0305148884723118,0.051418261711925,0.0621364654530638,-0.00677547097200609,0.0211305737464792,0.037797858554571,0.00164120327484348,0.0142567496283323
-0.0344457977706593,-0.0240079074245669,-0.014976248806115,-0.0217304882824445,-0.0338108937599362,-0.0353144720659066,-0.0218524753071048,0.00286172034676591,-0.0346412406660567,-0.034223639338101
-0.0232060302228688,-0.00490581516565754,-0.0432242194957824,0.00312968941989361,-0.0165990257134184,-0.0502539693488395,-0.00251524853032125,-0.00626616198591683,-0.0111436452582651,-0.00429695253251649
0.0548789352115535,0.0547272476614849,0.057764986038162,0.0593332107405772,0.00386233873314755,0.0489467394542737,0.0608922649740894,0.0315373572302622,0.0399713672401366,0.0651902752588739
-0.0103293682294793,-0.0266725535900798,-0.0500210928661585,-0.0229350173432103,-0.0269780126205353,-0.0650514188881134,-0.0374787655285758,-0.0376570891698246,-0.0196290036560575,-0.0364185368912023
0.0416590476896637,0.0075926521175188,0.0284528774372486,0.0312596528254765,0.0218783618111511,0.0317719293115572,0.0251489592725275,0.0183794491658768,0.027873088248094,0.0346058026768311
0.00183327448928039,0.00470696862616343,-0.0192847727110819,-0.00915463883922286,0.0115743259249909,-0.0253899258083371,-0.0194955120205467,0.0125124180994002,-0.00409113823683804,-0.0362221349290053
0.0475951588349937,-0.00967300951701863,0.0205833862178997,0.00185617309715354,-0.00192673099558288,0.0275878599166146,0.00679483499309586,0.00283087525003862,0.0098671874150941,0.0176180873779191
0.0355494056091994,0.0610819588188763,0.0527329961707603,0.00489262114191003,0.0293801450514591,0.0589162590317096,-0.0117620062372774,0.0136097100575806,0.0167159504982854,0.0097255599316024
0.0145061222895922,0.0222419476657104,0.0319751923378454,0.0356310726057755,0.0409022592596039,0.0358264300813716,0.0363699077449296,0.0484472705557092,0.00298329073978577,0.0276829495462689
0.00336837111860165,0.0630607442198445,0.0535448499154364,0.074909536553663,0.0693116961720576,0.0534600285186299,0.0309133661500306,0.0739309107694014,0.0287940996792227,0.0390417034731835
0.0097783401062168,-0.0128649638662503,-0.0417402173625132,0.00310626959513149,-0.00672669365877766,-0.0209730799078365,0.0141272789555875,-0.00528077781414631,-0.00574536730721459,-0.00539640449939319
0.0096837172561187,-0.00751510193618592,0.00232179451937206,0.0441690585765021,0.0260973274082596,0.00053022055954552,0.00013818849269759,0.0409184939618041,-0.0205477245929119,-0.0173099818295818
0.0152647675475285,0.0068104998015752,-0.00705374035777015,0.0134742215515203,0.023095797058636,-0.00480204545591079,0.0353281125179398,0.0134540555832915,0.0096356316921748,0.0499696920410465
0.0114662431021713,0.0482584200478333,0.0353167089637183,0.0290609083064733,0.0264492382611813,0.0410103685372374,0.066760633499109,0.0257900565655509,0.0387479961113912,0.047879172198831
-0.0259644883075152,-0.00944402883857381,-0.0092364737594857,0.00045082873545096,0.0193258120530455,-0.0123399068252149,-0.0076208047616777,0.0114830662394934,0.00207468759229556,0.00054421149387409
0.0310925160086689,0.0570077956381926,0.0395145877595531,0.0487180850296593,0.0198939694232461,0.0426274814750354,0.0418654002347628,0.0470294364890577,0.025182746864977,0.0204654035010987
-0.00124202187941097,0.029522028797899,0.0100915056826244,-0.00343620192251803,0.0222724522634964,0.0224230721258245,0.0186503712141736,0.0235403726512753,-0.0130461011343419,0.0310671515489419
-0.00721468469937187,-0.0004759138435018,-0.0092464939624237,-0.0140676050371227,-0.019856504295442,0.00368133998235727,0.00021791097731762,-0.0104851202810991,-0.00210033216891253,0.0128533034081934
0.0125377699990297,-0.0262057034861714,-0.0105340931085265,0.0073912253019857,-0.0118367799342935,-0.00302092405415812,-0.0173630808894204,-0.00783098326248009,-0.00747085323554863,0.00293512427873541
0.0347876289398361,0.0727795824695151,0.0404345607488139,0.0616321545906086,0.061550621963808,0.0295366721648073,0.0690592005617996,0.0652169171346802,0.0496851263586546,0.0710157787524686
0.0120689751638957,0.0389918128222884,-0.00697634327979601,0.0291291440308231,0.0415164351709176,-0.00869433860047256,0.0293270149327006,0.0361622648367854,0.0269253653693564,0.022053668153858
-0.018049409197408,0.0202577519798498,-0.0190806264246482,-0.0082743984820133,0.0236222382317225,-0.027840168906055,-0.00105477772084032,-0.0135844572176353,0.006296954317951,-0.0167840396413791
0.0305402610099894,0.0149408718024325,0.0258420993395746,0.046938070376439,0.0282760088994529,0.0120267812328958,0.0126525018955511,0.032911086486388,0.0625479265395306,0.0313197537391418
-0.011814751219902,-0.00317709595212543,0.0263989496615071,-0.0182255463894737,-0.005343788040718,0.0432204236716176,-0.0035500962550963,0.00198430609423982,-0.00226968113886782,-0.0146749762579052
-0.0442163895306385,-0.0753971306813404,-0.0625304334970544,-0.0901819985002141,-0.0892879165100134,-0.0637059740275084,-0.0843076737988344,-0.106355345893698,-0.094064275174104,-0.0924087458888419
0.0068235055243095,-0.0004309137519255,0.00011054361020025,0.0324603257203256,0.0103254631083114,-0.00363882863383449,0.0335532802036995,-0.000991606252716889,0.0169256882630388,0.0277721970137918
0.0213440637345224,0.0315300074373541,0.0302181637525623,0.078503468338426,0.0227931477481139,0.0230737484219634,0.0497818463791155,0.0492311635148943,0.072178660894824,0.0692618594170762
