"srN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
0.286296776812515,0.532604446721739,0.539180826918647,0.580384414521301,0.604411520865399,0.609736234007951,0.632104820887812,0.642616628393886,0.653862507181259,0.660574462092081,0.683411351439172,0.686966950566628,0.679957023418112,0.712314282486742,0.716895582758632,0.734561783050335,0.749440040478882,0.774512463337575,0.776822987306542,0.811208596672855,0.810597532310914,0.811353545778077,0.807800351897348,0.807905918449714,0.811365775253883,0.814632915952118,0.842458593012909,0.818720873438626,0.862261013809551,0.849963427522486,0.854947872308871,0.857770279485925,0.838665412332,0.841953241078945,0.843206140810769,0.875742036891588,0.876647437078556,0.873224515224535,0.890877417766654,0.877565045963135,0.864829789398051,0.872275096888362,0.888594322499724,0.878906099916218,0.889530793438748,0.890224926691581
0.598134708695655,0.613815053412048,0.667315635758565,0.681686658388821,0.701698582411239,0.829934839355662,0.844099162848155,0.867039713313462,0.872344583059687,0.879332969488491,0.905808012496446,0.931855497792797,0.948299658531761,0.972068652057837,0.980481291773633,0.994788953761597,1.00192484627739,1.00635579190545,1.00909368313613,1.01844738554565,1.02692560938047,1.02943871996856,1.03013429529863,1.03226133088905,1.03860326047748,1.04851778539847,1.06318318469466,1.06599358556526,1.06871182066247,1.07316112710825,1.07678639207323,1.08013293769953,1.08563531707716,1.08656092046828,1.08817154780576,1.09175062046716,1.09294715503,1.09891809256822,1.1001506090158,1.10989843393378,1.11396138706426,1.11426190649076,1.11553913244635,1.11599456473047,1.11786305912604,1.11925772816574
0.30875461271826,0.55934354778104,0.563229441355303,0.585886725391336,0.593414489035825,0.599823257972424,0.610605852142773,0.614611101925345,0.619367131529035,0.623205250585937,0.652775809615614,0.651596880847215,0.643871353876069,0.669691800342418,0.671473536192835,0.676793496427417,0.680140066795883,0.677646953125968,0.679806968661588,0.657668142252656,0.669162937586261,0.669043952129846,0.666981598657405,0.667746048193971,0.667438623333824,0.666745359886582,0.652333453093944,0.663298548570385,0.646171231035066,0.652168579110958,0.652670924379436,0.651408345347276,0.620609184771535,0.613119057421189,0.631146515024003,0.618827101239594,0.618952497648322,0.625443983236446,0.61694210955801,0.629291110962658,0.632902230828539,0.628302354122885,0.621766663167906,0.624425812134106,0.618019308208191,0.617530765977717
