"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64"
0.094787328762682,0.119336617160024,0.106449844177015,0.103243040286122,0.119127438219552,0.0315606124473282,0.12478754830488,0.050524402289982,0.0884046896026062,0.0602245269688639,0.0540282420411422,0.127051250992678,0.110226215937502,0.0422887897016276,0.0666208952950944,0.172659037667228,0.0775309301601059,0.0799080657360798,0.0416819648349071,0.108881451693726,0.0649495511893349,0.0907412381972517,0.0717993132403461,0.059558290041427,0.0919951798586678,0.0263924802908127,0.0803220174715183,0.0524768772544792,0.021475627116167,0.091612221677755,0.111117093390651,0.0504661010033058,0.0252891497931363,0.0520541412367849,0.0495385390798384,0.213362531086696,0.0025010684574546,0.0671363853161394,0.0424889221824414,0.0688197334790466,0.204770232054218,0.0742005632900594,0.0479403871116496,0.0432955235696588,0.0889660178373263,0.0227758545882758,0.0646598372013731,0.0682185738455959,0.125967920374618,0.0881328854550898,0.13092521505412,-0.00379412412188615,0.0976258585503996,0.124609877081733,0.0286463931592273,-0.0493115036398262,0.0141183349909933,0.0388016590144156,0.0327589258256549,0.00442662274412172,0.0404427299019965,0.0752511542756482,0.0657891015500786,0.0735738220696595
-0.00361286306216748,-0.0579228813838903,0.0718459431174094,-0.0115757808210976,-0.0692824360126379,-0.0484315868536707,-0.0187611836808561,-0.0164925196942087,-0.0142236080431886,-0.00185195611521074,0.00847142734595635,0.00851882029596288,-0.0328215169845831,-0.00800102122139537,-0.000880075846848042,-0.000816671519097035,-0.0143317982089031,-0.00289514688661483,-0.0236983180811883,-0.00316559775871496,-0.0289580332440418,-0.0448303283553095,-0.063885846829436,-0.00373144045764331,0.014870527374858,-0.0115788069103951,0.00707938076453693,-0.0351069011876434,-0.00876851033143008,-0.0104180251022487,-0.0321971147041199,-0.014084671892405,-0.0333378905361505,-0.0836510960343424,-0.00848822724577517,-0.122671405943565,-0.0669043259252842,-0.00388367136283147,-0.00824822830989223,-0.0500247998293459,0.071144251473128,0.0132496163247871,-0.0162670163633296,-0.011625162620315,-0.0268464943702657,-0.0153412344337885,-0.021424638369634,-0.0544370959107214,-0.0704135374628066,-0.00776701445119279,0.0515574500007421,-0.0538756823510944,-0.0347445399494993,-0.0346094749784517,-0.0100087994320287,-0.0347827659147018,0.039254769837245,-0.0608056861434608,-0.0462165052031926,0.0309317807433731,0.0755912214073652,-0.00201363907994702,-0.0506254060430475,-0.0537698778469129
0.0260414697166465,0.0271834345663355,0.0182952878634751,-0.0208612098985227,-0.00988601578043724,-0.00167699080146995,0.00613316900332871,0.0463303407501263,-0.0546323001617371,0.0138990300782953,0.0107432327635317,-0.00460155097375959,-0.00252937855676875,0.0752348521146577,0.120014569979738,0.0804113837001451,0.00568999362179784,0.018959550532696,0.0580024467876478,0.00715137169899204,0.0360760228519986,0.0195438986481745,0.039068573019694,0.0127537988895345,0.0813442272521533,0.00999310243353051,0.0247834009236791,0.052576913169441,0.00827452095460735,0.00410615561558691,-0.0131357269944353,0.0302296509661612,0.0449301608224371,-0.0281386513559124,0.111463027515212,0.0441646922253315,0.00621858036501584,0.00536735003592111,0.0203265676666825,0.0657200277992071,-0.00995728880337165,0.0381227922237211,0.0231825907458986,0.0262641603275121,0.115335981466826,0.0195538696365541,0.0529045758301346,-0.00648279914518192,0.0385977495203559,0.053045371136074,-0.0131207261160237,0.0584589809453533,0.0348173884820299,0.0492496968171861,0.0753319554481849,0.00708355390285593,0.0686013549895551,0.0412466969217858,0.0223497011378976,0.0508518817929405,-0.00257863243630137,0.0465709646382785,0.00937067232426298,0.0728550245732195
0.038442265370278,-0.0408564084981709,0.11272964499737,0.0870343914141341,0.011970079814954,0.0875283207988758,0.014799759329544,0.0185534185396876,-0.119560389256473,0.0386764813325731,0.095379781591584,0.046285927225019,0.0454937370162122,0.0467362595438321,-0.0285791456153618,0.0302386208431182,0.0302055004866197,0.0131065799176397,0.0399008448108398,0.0328068387820709,0.0380048322791726,0.0517324404611546,0.0131215059987754,-0.00137650422643154,0.0848933430306898,0.0558795986398073,0.00277455529423146,0.0707604936422767,0.0498728169655707,0.0369562232576651,0.0627537474132264,0.072519173629663,0.0605009728716251,0.0690933756296064,0.0135843854071739,0.00503945759609443,0.0535437996918346,0.0626703601444071,0.0644135636217233,0.0048931784841169,0.0705296288466979,0.00625445216901902,0.0229578973935442,0.031556608096778,0.0625246272062448,-0.00802167572919721,0.0146146952785824,0.0666444648722653,0.110402377261225,0.0576061506295917,0.0531005505363583,0.0378636685520722,0.0276153846625964,0.0649421592910221,0.0885508481517505,0.0180024103567602,0.128588881473597,0.00269540793551725,0.0277167058163314,0.0597733127088687,0.00547214000702523,0.0618919814209584,0.0674719500970597,0.052035606719419
0.054259612082549,0.0718255298204346,0.0879706131135696,0.00478575184271092,0.0184466722155956,0.0817804704052877,0.0477453807384727,0.00474600150825887,0.107489590123797,-0.00821539538342809,0.0796128991968324,0.118293176890814,0.0131589457747132,0.0916932861877687,-0.021966372797918,-0.0212444140114375,0.0440884357050808,0.058231495595962,0.0172701348996391,0.0452041905151311,0.038754562824336,0.0328630228385404,-0.0178002460507314,0.0387701550375208,-0.0218421560087224,0.025866561488883,0.0528037350141382,0.0271908073490781,0.0299237615185018,0.0315584133937246,0.0409799323076302,0.0109609834902029,0.0784473451470032,0.00902787620698197,0.0430462070094088,-0.0895790313849996,-0.0658177101511508,0.0283404472795225,-0.00246807864457719,-0.01039232782792,-0.0170135121014565,0.0606396543721689,-0.0326571075142327,-0.010191230878265,0.0643515213099704,-0.00245307315888893,0.061398025428546,0.0126902608684943,0.0298994076467007,0.0136467082906564,0.0165374241026377,-0.0615417250564017,0.0384763029409156,0.00948999235233762,0.0340558445416868,-0.0208558021782337,-0.0377621725392135,0.0127037354524315,0.0197053016411067,0.0523313427986787,0.0358563165447228,0.0500631370865183,0.0649241947381976,0.0138784285116015
-0.00880730113813465,-0.0100921283115277,0.021797051829728,-0.011209664545393,-0.0425203831290089,-0.0355076608982258,-0.030638182388321,-0.0521520600148423,-0.0503819859339297,0.0351040852114254,-0.0641338614421562,-0.01443658376368,-0.0652941442238032,-0.0334602181976848,-8.44083968785008e-05,0.0290494692512695,-0.0165265131265614,0.0110531789550874,-0.0709770296965877,-0.0250956849738475,0.000431015750181853,-0.0588039667868255,-0.0188953884854578,-0.0322248020333389,0.00106615741047435,-0.00895691539972989,-0.03069573277528,-0.00863400636009422,-0.0369931131207945,0.00915425923226988,0.00907125427972449,-0.0163863335562864,-0.0453748429054217,-0.0911975220042182,-0.0273875797407811,-0.0790470511999306,0.00136570104459463,-0.00504255675524545,0.040641651134544,0.00272117943833074,0.0246455317810257,-0.0176783703498165,-0.0137213813455994,-0.0356526042582744,0.00366026525224017,-0.0144520238281071,-0.0226102789713335,-0.0250169834726364,-0.0291800627295348,0.0131802564049898,-0.0915486794640425,-0.0192318662940293,-0.0262880933656634,-0.0135734778438148,0.00128550824647043,-0.107511617889735,0.0769336422889982,-0.00602022934849039,-0.0123069747855371,-0.00676916662730523,-0.0153948757937383,-0.0708493066563599,-0.0506200242702238,-0.037032743082265
-0.0280484251355067,-0.0218197062704563,0.00375191061077949,-0.00411676699718276,0.0121630305688778,-0.00587071977172667,-0.0486196145453583,-0.0261115744368695,-0.0393135871042241,0.00905586305264243,-0.0231357413454286,-0.0290072161763431,0.00456314137100332,0,0.0404973989168609,-0.000248621978674842,0.00782225912832085,0.00646620458739523,-0.0254584925481245,-0.00493486471276853,-0.0244661523318497,-0.00448360773355293,-0.00648961078418319,-0.0523599025351585,-0.0304425752695343,-0.0479760748999508,0.0141157094946159,0.0435338775128201,-0.0522698525357084,-0.00739610721835366,-0.0100722853217705,0.0163302490332868,0.0123620873064444,-0.0145457695700081,0.0137214971851401,0.0342351821054228,-0.0326376912885727,0.0121271177761552,0.0201278431532772,-0.0719430413814019,0.00242881733422424,-0.0445231412075099,-0.00507410325247424,0.00868130305298914,0.00462807003529149,-0.0508976446030053,-0.0413551341364582,0.0204642174871535,-0.0115617919933793,0.00194612461001977,0.00723620983621094,0.0070826937526927,-0.0264353923787407,-0.0532881631064577,-0.0384354292494114,-0.050014867033757,-0.0877221912993298,-0.0159578756486922,-0.0156407744260002,0.000762806162010392,-0.0634070924734576,0.0457116067131164,-0.0174828310587303,-0.0395692398623659
0.0317741464951324,0.0323842002820592,0.0106317652240188,0.01943574258326,0.0113389117224123,0.0143579078723814,0.0188447276747006,0.0624995948225035,0.0840781866915145,-0.0740708696520151,0.00447641600758789,0.0332585980188539,0.0695226484762434,0,-0.0239531328540426,0.0697516818165252,0.0695594270770752,0.0535094039719851,0.0617776909157974,0.0616900752813801,0.0334599419222533,0.0382897975729797,-0.0235377602233115,0.0188468694970903,0.0857879190397145,0.0280891418008689,-0.0181778302125695,0.0501026774971416,0.0261558005853467,0.0495548242928109,0.0501304871792852,0.0586050803913282,0.0715494718952123,0.0216923124847021,0.0880258686225646,0.00885190475946961,0.0538872814355242,0.0692281355540327,0.0334140424159463,0.0431334042306285,-0.0110545571520814,0.0717669121105312,0.0445373371484706,0.056279249950493,0.0611003703850523,0.0510007774036685,0.0626312727702366,0.0807742156121742,0.103708220204286,-0.0203934792313069,0.0728797995917759,0.0533179107590877,0.0625080731908682,0.0431390113402588,0.0390937434897949,0.0211667704982554,0.0530141068758182,0.0332681341330876,0.0514495557984985,0.0927458046923178,0.0441125788759407,0.0328997321634172,0.0958443529850746,0.0727990755571451
-0.0238319792314965,-0.0250057590985149,0.00167887704847313,-0.0213466499710474,-0.0255358772770848,-0.00026301014374132,-0.0316669048498634,-0.0633560918166763,-0.0326573604940633,-0.0635218862311218,-0.0600783133908041,-0.0187453107368858,-0.0188978713851371,0,0.118938023560596,-0.0502038874978911,-0.0486961156666601,0.0598420473535196,-0.0604570084283082,-0.0226317695868054,-0.00849193162386017,-0.015312566859886,0.0161164227261371,-0.00992472225773054,-0.0791688015965887,0.00546719614191624,-0.0380221843866791,-0.0231966241504454,-0.0884322585388061,-0.034915526890553,-0.0335373725247613,-0.0771347452841185,-0.0406396547720159,0.0163933478930179,0.036247498473407,-0.0147183123330487,-0.0199423483820348,-0.00817548898079444,-0.0381582670045114,0.0155396927821404,0.0326557458707523,-0.0207948809328718,-0.00925219054885444,-0.0348005714054238,-0.0629417265535223,0.0296324579343672,-0.0214720791151002,-0.0592727871106626,0.0107142548843195,-0.0196821140743502,0.0376411904835749,-0.110542749064393,0.00921310268869337,0.0304774621472764,-0.0352335498724596,-0.0571260443039091,-0.0409396468827011,-0.0278465637115724,0.0587229727675215,-0.0382727052824103,-0.114699156205844,-0.0100749329766972,-0.0286220470297942,0.000240894103011243
-0.00517592249065667,0.0170575936096686,-0.0265432759411253,0.0530080326862128,0.0532717468031563,0.00750771561730651,0.0549566614446969,0.0246891029255068,0.012140994085892,-0.0360201670742977,-0.0123176059771516,0.0203782481515344,0.102475781067872,0,0.0779421221166359,0.043825937370262,0.0270761230815731,0.0807952893777778,0.0490060779172596,0.0147479737975498,0.00364832886857044,-0.0155660132484414,0.0353894941447738,0.0196066938672647,0.0248802339437422,0.0390940630092724,0.000762979457049949,0.038742007398471,0.0319178704820911,-0.00284316257969343,0.0140787015465732,0.0329533502716478,0.0539458106871674,0.00121975505735455,0.00583236145486983,-0.00618015634704522,0.00395890527302784,0.0377773106521632,-0.00829022753375271,0.00519591008677355,-0.0485517093064478,-0.00917688900047095,-0.000336240161168545,0.0248168543442689,0.0787662222207432,-0.0410294494288296,-0.0221217159444763,-0.00322764812817438,0.0119494061927477,0.0279063540955719,0.0232940862159304,-0.0555760015054731,0.0441950244951351,-0.0349849992065954,-0.000269828367040869,-0.0104050276463101,0.0233247974583835,0.0118954304509636,0.0563417814628259,-0.0104557416787665,0.0368245309117394,0.0452851818170619,0.018636406917895,0.164203002394262
