"train_SR","valid_SR","test_SR","portsN","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64"
0.335007950116235,0.18973515200517,0.288362607663603,5,0,0,0,0,0,0.297014181635965,0,0,0.995874909658414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.181181910184928,0,0,0,0,0,0,0,0,0,0,0,-0.314860437056653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203153255947201,0,0,0,0,0,0,0
0.40969928739017,0.265267245747341,0.356880993059398,6,0,0,0,0,0,0.455316044587401,0,0,0.960792188898334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.576419882639613,0,0,0,0,0,0,0,0,0,0,0,-0.413475218771089,0,0,0,0,0.201646526888646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372140341036321,0,0,0,0,0,0,0
0.417481992035847,0.275193795571462,0.365714510286849,7,0,0,0,-0.0258926922760308,0,0.480091374165423,0,0,0.96310063765316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.600425594804804,0,0,0,0,0,0,0,0,0,0,0,-0.419305499217839,0,0,0,0,0.219058391652907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.383373382827184,0,0,0,0,0,0,0
0.419548956629935,0.277814048264312,0.368186588015365,8,0,0,0,-0.0325017576361545,0,0.485900174648792,0,0,0.962898662166706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.607469237928429,0,0,0,0,0,0,0,0,0,0,0,-0.420663352325849,0,0,0,0,0.221818513480045,0,0,0,0.00473305827465042,0,0,0,0,0,0,0,0,0,0,0,0.385283939320239,0,0,0,0,0,0,0
0.42126956167794,0.280050674470553,0.37006098500779,9,0,0,0,-0.0373115399878794,0,0.489416819902249,0,0,0.961934176391815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.613685446989722,0,0,0,0,0,0.00475313004528094,0,0,0,0,0,-0.422117614415227,0,0,0,0,0.223224459241624,0,0,0,0.00723092422321921,0,0,0,0,0,0,0,0,0,0,0,0.386555091588641,0,0,0,0,0,0,0
0.433676932098556,0.294653696909093,0.38438310351049,10,0,0,0,-0.0668137698299746,0,0.502969647454221,0,0,0.947784950114899,0,0,0,0,0,0,0,0,0,0,0,0,0.038539245347968,0,-0.660259362556559,0,0,0,0,0,0.0320361524386881,0,0,0,0,0,-0.433550522152185,0,0,0,0,0.228146699065373,0,0,0,0.0204223841202122,0,0,0,0,0,0,0,0,0,0,0,0.390724575997357,0,0,0,0,0,0,0
0.434818301290802,0.295992848449348,0.385608009796421,11,0,0,0,-0.0696488028809911,0,0.504042386343316,0,0,0.946208641002754,0,0,0,0,0,0.00177107751867607,0,0,0,0,0,0,0.0412258480893097,0,-0.664684628365456,0,0,0,0,0,0.0340854543572967,0,0,0,0,0,-0.4344296703456,0,0,0,0,0.228667982073475,0,0,0,0.0216984760938242,0,0,0,0,0,0,0,0,0,0,0,0.391063236113395,0,0,0,0,0,0,0
0.458413219365638,0.332381639838699,0.412684546340317,12,0,0,0,-0.111386681724345,0,0.531777859107549,0,0,0.919435006808393,0,0,0,0,0,0.0339737812502802,0,0,0,0,-0.0551124946480835,0,0.0974612157862885,0,-0.730766517319414,0,0,0,0,0,0.084515399856654,0,0,0,0,0,-0.443658727825908,0,0,0,0,0.237282749861861,0,0,0,0.0389119647847306,0,0,0,0,0,0,0,0,0,0,0,0.397566444061994,0,0,0,0,0,0,0
0.473636795690965,0.359244690062916,0.428856966776013,13,0,0,0,-0.135876726959734,0,0.547347386968702,0,0,0.893652276623266,0,0,0,0,0,0.0554937474983833,0,0,0,0,-0.0908391898923034,0,0.129093313587765,0,-0.772248372555185,0,0,0,0,0,0.11840443472,0,0,0,0,0,-0.448598114987887,0,0,0,0,0.239194117935216,0,0,0,0.0467703881180704,0,0,0,0,0,0,0,0,0,0,0,0.391876429374108,0,0,0,0,0.0257303095696003,0,0
0.474021859260942,0.359992300356914,0.429282487945198,14,0,0,0,-0.13655669467879,0,0.54772697833985,0,0,0.892861959701245,0.000523227971758227,0,0,0,0,0.0559642215062779,0,0,0,0,-0.0917797877205626,0,0.129882223095944,0,-0.773270820747732,0,0,0,0,0,0.119108912412985,0,0,0,0,0,-0.448655187776114,0,0,0,0,0.239140047122109,0,0,0,0.0469818347574973,0,0,0,0,0,0,0,0,0,0,0,0.391665462351503,0,0,0,0,0.0264076236640277,0,0
