"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
0.510608531919036,0.510830781438155,0.510956395937019,0.511027237892104,0.511067140239499,0.511089599630643,0.5111022360233,0.511109344063252,0.51111334186434,0.5111155902008,0.511116854599004,0.511117565643144,0.511117965499219
0.506937654004932,0.507176885024912,0.507312097035041,0.507388351539471,0.507431302526769,0.507455477864672,0.507469079703277,0.50747673081119,0.507481034051785,0.507483454165309,0.507484815165853,0.507485580535062,0.507486010940869
0.502941631622353,0.503197599013448,0.503683683945556,0.504135150789005,0.504389485245578,0.504532652250273,0.504613206587821,0.504658520046139,0.504684006238195,0.50469833961982,0.504706400328836,0.504710933342889,0.504713482489639
0.505030191532355,0.506418355959039,0.507203269873316,0.507646016797225,0.507895420925322,0.508035806902593,0.508114794658684,0.508159226310112,0.508184216355624,0.508198270648097,0.508206174386722,0.508210619121289,0.508213118622132
0.508082721366745,0.509446039332632,0.510216743293457,0.510651423109442,0.5108962664589,0.511034079999547,0.51111161872002,0.511155234743546,0.511179765882418,0.511193562035098,0.511201320586493,0.511205683668517,0.511208137250304
0.506741371183038,0.507153548606747,0.50738575976325,0.507516478946565,0.507590031568378,0.507631407180934,0.507654678817526,0.507667766820572,0.507675127188727,0.507679266368132,0.507681594044119,0.507682903006547,0.50768363909465
0.493857552018101,0.494308644331221,0.494562886245497,0.494706041443833,0.494786602393646,0.494831923856113,0.494857415921609,0.494871753043148,0.494879815994019,0.494884350312733,0.49488690020707,0.494888334136863,0.494889140500798
0.48604402882904,0.486616918837789,0.486940305453542,0.4871225498757,0.487225157517063,0.487282897358568,0.487315379309044,0.487333649192476,0.487343924349492,0.487349702889192,0.487352952525564,0.487354779969825,0.487355807629724
0.487649672073376,0.48823021475121,0.488557896361471,0.48874255318681,0.48884651648671,0.488905018369021,0.488937928749918,0.488956439526729,0.488966850138289,0.488972704846583,0.488975997314725,0.48897784884475,0.488978890048971
0.484705138834374,0.485254789560151,0.485564175188034,0.485738247891065,0.485836165253814,0.485891237409513,0.485922209656296,0.48593962754624,0.485949422634977,0.48595493090966,0.485958028469076,0.485959770363891,0.485960749906222
0.476959714202664,0.477432407552333,0.477699541534041,0.477850183859931,0.477935030523752,0.477982785919456,0.478009654254058,0.47802476770359,0.478033267973465,0.478038048454388,0.478040736851706,0.478042248691419,0.478043098874904
0.475687853412701,0.476348234757952,0.476721230289654,0.476931507230351,0.477049922631337,0.477116565916517,0.477154059131877,0.477175148483085,0.477187009595569,0.477193680126776,0.477197431412157,0.477199540968725,0.477200727276567
0.47800534115143,0.478691565463047,0.479079153399893,0.479297655143569,0.479420701658265,0.479489951095753,0.479528910454324,0.479550824466899,0.479563149380133,0.479570080744511,0.47957397871312,0.479576170757613,0.479577403452421
0.479935929323248,0.480645538207579,0.481046321619047,0.481272257951694,0.481399489720329,0.481471094110863,0.481511378202568,0.481534037308144,0.48154678126247,0.48155394828504,0.481557978778439,0.481560245348504,0.481561519952565
0.481522623443401,0.482253418100551,0.482666148504759,0.482898813490288,0.483029832302138,0.483103567323077,0.483145049877581,0.483168383029709,0.483181506060295,0.483188886263233,0.483193036639961,0.483195370626389,0.483196683141776
0.482804445041557,0.483554462259298,0.483978025790382,0.484216789883813,0.484351240707389,0.484426906388075,0.484469474851562,0.484493418724257,0.484506885210053,0.484514458558933,0.484518717551782,0.48452111261823,0.484522459481656
0.483816627930942,0.484584116809483,0.485017520823814,0.48526182324032,0.48539938990037,0.485476808180989,0.485520362340185,0.485544860553134,0.485558638780851,0.485566387439353,0.485570745017392,0.485573195522791,0.485574573561964
0.484590856092446,0.485374256011572,0.485816616423453,0.4860659579277,0.486206359021794,0.486285371447996,0.486329822130867,0.48635482451786,0.486368886270292,0.486376794368603,0.486381241606912,0.486383742532199,0.486385148924626
0.485155524235663,0.485953444368064,0.48640397388644,0.486657910098846,0.48680089520795,0.486881360791844,0.486926628662187,0.486952090592454,0.486966410766578,0.486974464186554,0.486978993145387,0.486981540025549,0.486982972260315
