"train_SR","test_SR","portsN","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64"
0.340288441663551,0.398783555728229,5,0,0,0,0,0,0.341121507469536,0,0,0.536691597282566,0.194974276284936,0,0,0,0,0,0,0,0,0,-0.477877633554453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.405090252517414,0,0,0
0.356947842192332,0.421158068554269,6,0,0,0,0,0,0.359301011472538,0,0,0.525737993977046,0.205697721455023,0,0,0,0,0,0,0,0,0,-0.552774977850859,0,0,0,0,0,0.0552738755674674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.406764375378785,0,0,0
0.362312277768221,0.42794003408241,7,0,0,0,0,0,0.364917529291915,0,0,0.52181193302382,0.20846295078118,0,0,0,0,0,0,0,0,0,-0.576559990560198,0,0,0,0,0,0.0703266930175338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0065889024250687,0,0,0,0.404451982020679,0,0,0
0.369919607543149,0.437489039047126,8,0,0,0,0,0,0.372290791676742,0,0,0.514758705734348,0.21232236284629,0,0,0,0,0,0,0,0,0,-0.60930970074229,0,0,0,0,0,0.0897921434725329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0127382398214101,0,0,0,0.398484358606622,0.00892309858434486,0,0
0.468333747801779,0.510789709062818,9,0,0,0,0,0,0.46092345574662,0,0,0.458653481448433,0.254433029074214,0,0,0,0,0,0,0,0,0,-0.660859231235997,0,0,0,-0.379933235439658,0,0.310971287643102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0739794070987325,0,0,0,0.352390991738065,0.129440813926487,0,0
0.4860659579277,0.520323904523444,10,0,0,0,-0.0275204898674944,0,0.485217069178109,0,0,0.455817221047429,0.264522415342596,0,0,0,0,0,0,0,0,0,-0.661994213123307,0,0,0,-0.438062833009769,0,0.349144213250899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0831573469391584,0,0,0,0.341348281864626,0.148370988377753,0,0
0.495453971438916,0.523461062257285,11,0,0,0,-0.0404722044988044,0,0.496065666564732,0,0,0.453639262509613,0.268171256150709,0,0,0,0,0,0,0,0,0,-0.665540002524758,0,0,0,-0.47084069202656,0,0.360777451308233,0,0,0,0.0182565654699674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0877394776224128,0,0,0,0.335111197551863,0.157092021872592,0,0
0.500862696601646,0.524895688425573,12,0,0,0,-0.0468592970134598,0,0.500904714758524,0,0,0.452522113114399,0.269674285696018,0,0,0,0,0,0,0,0,0,-0.665935948496107,0,0,0,-0.485163892122995,0,0.368378289609096,0,0,0,0.0287117416188454,0,0,0,0,0,-0.0079497742870896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0904929690738273,0,0,0,0.331943684160752,0.16328111388819,0,0
0.518160266000224,0.527204106586018,13,0,0,0,-0.0628798252745486,0,0.52075789925655,0,0,0.452357271559408,0.275294595963867,0,0,0,0,0,0,0,0,-0.0321217458008111,-0.664282632948553,0,0,0,-0.518858402956346,0,0.392891381558141,0,0,0,0.0607009880961361,0,0,0,0,0,-0.0274194610503812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101396198188601,0,0,0,0.324000136540833,0.178163596867104,0,0
0.565785824633762,0.527988706926983,14,0,0,-0.0748438516669911,-0.0941080605914228,0,0.590773002204124,0,0,0.463137624086504,0.292613892642696,0,0,0,0,0,0,0,0,-0.118890166607815,-0.64473843497661,0,0,0,-0.598997649298731,0,0.465389998536229,0,0,0,0.156816296280032,0,0,0,0,0,-0.0904524905035602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129909767247698,0,0,0,0.307235987771559,0.216154084876288,0,0
