"train_SR","test_SR","portsN","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64"
0.39035386757236,0.417287142167133,5,0,0,0,0,0,0.485023486735382,0,0,1.16293427327249,0.172841469919606,0,0,0,0,0,0,0,0,0,-1.08613538108003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265336151152547,0,0,0
0.449708246863356,0.46249247851665,6,0,0,0,0,0,0.699192665100714,0,0,1.05679534075681,0.325429465688505,0,0,0,0,0,0,0,0,0,-1.14874335697497,0,0,0,-0.354244217157326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.421570102586267,0,0,0
0.464467019725998,0.472295806683865,7,0,0,0,0,0,0.712453769132611,0,0,1.02134361608864,0.335697556158355,0,0,0,0,0,0,0,0,0,-1.15069370301025,0,0,0,-0.438514678859138,0,0.0891849574396102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.430528483050174,0,0,0
0.478581765913982,0.479117931373343,8,0,0,0,0,0,0.72133005441209,0,0,0.989688318557719,0.341126986063989,0,0,0,0,0,0,0,0,0,-1.15937016258231,0,0,0,-0.520523333972528,0,0.145482111746428,0,0,0,0.0470768186390781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.435189207135533,0,0,0
0.503592533676063,0.485878830342691,9,0,0,0,0,0,0.752147080521856,0,0,0.953452244292518,0.353737074897017,0,0,0,0,0,0,0,0,-0.0823830937848672,-1.16348045419509,0,0,0,-0.620689878184436,0,0.238399164682852,0,0,0,0.123721950664657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.445095911105493,0,0,0
0.504658520046139,0.486229558071619,10,0,0,0,-0.00207227443098426,0,0.753924681169303,0,0,0.952387764024067,0.35440395895734,0,0,0,0,0,0,0,0,-0.0854618286641963,-1.16288284720208,0,0,0,-0.624029978497458,0,0.242006250470068,0,0,0,0.126579375682593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.445144898491345,0,0,0
0.530264982494229,0.49306924732654,11,0,0,0,-0.0509538189888443,0,0.79354766574196,0,0,0.928662805225441,0.369155770784297,0,0,0,0,0,0,0,0,-0.156092212876469,-1.14541652623972,0,0,0,-0.69182586166072,0,0.337606666688856,0,0,0,0.199265193853941,0,0,0,0,0,-0.0341642687485127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.450214586219768,0,0,0
0.541349326087777,0.495587643762205,12,0,0,-0.0272457652687398,-0.0652275877602842,0,0.814199732174401,0,0,0.922869211305895,0.375381176418677,0,0,0,0,0,0,0,0,-0.182948432320254,-1.13234019442214,0,0,0,-0.713605013735872,0,0.37631267462036,0,0,0,0.230396993237313,0,0,0,0,0,-0.0511741886671151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45338139441776,0,0,0
0.593574145950508,0.501129029882977,13,0,0,-0.161920613466238,-0.128481417753871,0,0.904028386338716,0,0,0.875429117817441,0.392169933859709,0,0,0,0,0,0,0,0,-0.323977832816224,-1.03781354226646,0,0,0,-0.82168061568127,0,0.533079837407256,0,0,0,0.382146202983137,0,0,0,0,0,-0.146497433800421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106988245541769,0,0,0,0.426529731836458,0,0,0
0.601298536837996,0.501315786527919,14,0,0,-0.183010536419628,-0.137349401807652,0,0.913815357219964,0,0,0.861262245755861,0.393612135490426,0,0,0,0,0,0,0,0,-0.34395517528455,-1.01441061032055,0,0,0,-0.838761083087492,0,0.554273890265214,0,0,0,0.404364659256381,0,0,0,0,0,-0.164986780452065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117424153238593,0,0,0,0.415816499884915,0.0219046462605808,0,0
0.603573272310951,0.501174564641661,15,0,0,-0.188731141789578,-0.139187715637874,0,0.915795483201264,0,0,0.857116834002829,0.394174400999857,0,0,0,0,0,0,0,0,-0.349747658057923,-1.00824000340615,0,0,0,-0.843593129461159,0,0.557921908293759,0,0,0,0.409919043873859,0,0,0,0,0.00700948536282633,-0.171265530929455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118374250013152,0,0,0,0.413566742291413,0.0268870312431833,0,0
0.625335218475846,0.499231339484532,16,0,0,-0.245579772430376,-0.161663923130821,0,0.926077873869319,0,0,0.806286828332388,0.391703160495174,0,0,0,0,0.0540017126383388,0,0,0,-0.403300817505392,-0.945430750605334,0,0,0,-0.901270559091157,0,0.587459060569895,0,0,0,0.458398886663298,0,0,0,0,0.0668403305536019,-0.231619522770854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130486346319731,0,0,0,0.390862906470827,0.0767482396213612,0,0
0.63972712079998,0.494084054224683,17,0,0,-0.273096250591988,-0.170459349274055,0,0.938469241959886,0,0,0.782782839571188,0.393878198412464,0,0,0,0,0.0924998082235277,0,0,-0.095652709969725,-0.421748800646968,-0.905645085875557,0,0,0,-0.925109210146803,0,0.615598744234173,0,0,0,0.489718524330619,0,0,0,0,0.106867727347164,-0.254988254005817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143961412360629,0,0,0,0.381029272883412,0.101893891187852,0,0
