"train_SR","valid_SR","test_SR","portsN","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64"
0.361866070958436,0.279528889964976,0.361089373404705,5,0,0,0,0,0,0,0,0,0.515287567105109,0.573919191810362,0,0,0,0,0,0,0,0,0,-0.468032043474441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.293416535143586,0.0854087494153839,0,0
0.371158425455249,0.283408222099344,0.371787422385824,6,0,0,0,0,0,0.022767223646115,0,0,0.505254356273785,0.572068439856076,0,0,0,0,0,0,0,0,0,-0.495821496880387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294993080821691,0.10073839628272,0,0
0.479888121850573,0.311801213878843,0.428113390722073,7,0,0,0,0,0,0.278074715992209,0,0,0.465952702011191,0.592235386372365,0,0,0,0,0,0,0,0,-0.263960631515245,-0.626031786804145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308294970023871,0.245434643919755,0,0
0.539848585578545,0.326484923319115,0.452470897959613,8,0,0,0,0,0,0.396410032355292,0,0,0.443479825919674,0.57588192080435,0,0,0,0,0,0,0,0,-0.427343848564216,-0.710953460183805,0,0,0,0,0,0.131889670618634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.297295842879288,0.293340016170784,0,0
0.553369342170894,0.328911027354743,0.456828505199838,9,0,0,0,0,0,0.423308317199111,0,0,0.438259246564598,0.572594010773849,0,0,0,0,0,0,0,0,-0.467986949768392,-0.734150553911644,0,0,0,0,0,0.156791810929415,0,0,0,0,0,0,0,0,0.0163372399098216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.295527808261307,0.299319070041935,0,0
0.559440263911575,0.331585254772051,0.45969090649776,10,0,0,0,0,0,0.43284397941569,0,0,0.436677710621942,0.571652768898148,0,0,0,0,0,0,0,0,-0.474814934048575,-0.734071283809691,0,0,0,-0.0191416942255325,0,0.166540625770723,0,0,0,0,0,0,0,0,0.0221276822702729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29512261331393,0.303062531793092,0,0
0.602053565034489,0.350567602352565,0.477009291749993,11,0,0,-0.0515828298233689,0,0,0.512106794569362,0,0,0.435620150567811,0.569220374972772,0,0,0,0,0,0,0,0,-0.517503843808347,-0.721477312134144,0,0,0,-0.137828087804115,0,0.231912712815936,0,0,0,0,0,0,0,0,0.0637199986483683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294007023294617,0.321805018701108,0,0
0.65275351777306,0.369892883284663,0.49521296225542,12,0,0,-0.113304648394642,0,0,0.622441672822212,0,0,0.435351348999511,0.564623690649746,0,0,0,0,0,0,0,0,-0.574257213616845,-0.710966041337056,0,0,0,-0.314610390503809,0,0.306363819044489,0,0,0,0,0,0,0,0,0.120965955066327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.282875572133082,0.314298883082744,0.0662173520542415,0
0.67505744341158,0.38071550816791,0.500204918342256,13,0,0,-0.14752489448221,0,0,0.677114870377085,0,0,0.434383805932241,0.560214167935888,0,0,0,0,0,0,0,0,-0.606352696596783,-0.713231900131401,0,0,0,-0.409115354381123,0,0.323468826851306,0,0,0,0.0531486529694449,0,0,0,0,0.148484083356733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.276509209537135,0.306607880072641,0.0962933485590432,0
0.675603018779494,0.38092484050745,0.500255343946221,14,0,0,-0.148372553481649,0,0,0.678399821385479,0,0,0.434270571978415,0.560050096491889,0,0,0,0,0,0,0,0,-0.607233038484791,-0.713291101368298,0,0,0,-0.411617715539906,0.000946913643606851,0.323707661266834,0,0,0,0.0543158243551519,0,0,0,0,0.14914728010298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.276290921246444,0.306295216173397,0.0970901022304465,0
