"train_SR","valid_SR","test_SR","portsN","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64"
0.376799819843246,0.302304192932258,0.36405695175268,5,0,0,0,0,0,0,0,0,0.667790878896636,0.672330403606653,0,0,0,0,0,0,0,0,-0.0584026155266434,-0.589293607634208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.307574940657563,0,0,0
0.380309591704095,0.303700324857856,0.366245096443452,6,0,0,0,0,0,0.0109547212499974,0,0,0.666579219444128,0.674437775801286,0,0,0,0,0,0,0,0,-0.0681802947082512,-0.594921743467657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.311130321680496,0,0,0
0.499197423746282,0.330451434842381,0.426934018599672,7,0,0,0,0,0,0.335042634707071,0,0,0.578512205095264,0.675315561052625,0,0,0,0,0,0,0,0,-0.384034082211499,-0.735068881554628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.324023340439078,0.206209222472089,0,0
0.545870966959666,0.339374342064361,0.446517974666713,8,0,0,0,0,0,0.436705335651503,0,0,0.542077109438282,0.648641332227322,0,0,0,0,0,0,0,0,-0.518661729203763,-0.798574892282391,0,0,0,0,0,0.122128283490742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.311661993347462,0.256022567330844,0,0
0.557955029134728,0.340851499373641,0.450711612893026,9,0,0,0,0,0,0.462184604635657,0,0,0.532644165794682,0.642250822991323,0,0,0,0,0,0,0,0,-0.55588371501488,-0.818323389618271,0,0,0,0,0,0.147704317698059,0,0,0,0,0,0,0,0,0.0165123285193329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.309270943541312,0.263639921452785,0,0
0.564569682391507,0.342216340606376,0.452762994241045,10,0,0,-0.0139006210103263,0,0,0.477858791061389,0,0,0.531144894980504,0.640551966412295,0,0,0,0,0,0,0,0,-0.570931960263403,-0.822974544623129,0,0,0,0,0,0.159346944885894,0,0,0,0,0,0,0,0,0.024701618413356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308675496976202,0.265527413167218,0,0
0.616421812552891,0.364359397693322,0.474652165409712,11,0,0,-0.0828565749906362,0,0,0.580865215938407,0,0,0.518021263218464,0.628705926251104,0,0,0,0,0,0,0,0,-0.617529629343424,-0.794739179476198,0,0,0,-0.164950022081763,0,0.249787103397674,0,0,0,0,0,0,0,0,0.0813712175444458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305477881199905,0.295846798342021,0,0
0.650782206429772,0.376184855383276,0.487685891167246,12,0,0,-0.12699752364602,0,0,0.658348359901199,0,0,0.508882575796307,0.618718676258911,0,0,0,0,0,0,0,0,-0.650381124655318,-0.778707237644598,0,0,0,-0.298112616964283,0,0.305170505448918,0,0,0,0,0,0,0,0,0.123539694091134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.295666950791774,0.292889697957697,0.0509820426642785,0
0.683183153009038,0.390531367113643,0.495743278432884,13,0,0,-0.179050458057388,0,0,0.739834857333055,0,0,0.498771862385759,0.605481713857553,0,0,0,0,0,0,0,0,-0.691793756610918,-0.774344179475435,0,0,0,-0.448171877183561,0,0.332133168730035,0,0,0,0.08331573784615,0,0,0,0,0.166380274022208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.284193994416079,0.283345781326077,0.0999028814103871,0
0.68433549172503,0.390905032473656,0.495854765437735,14,0,0,-0.181001207340736,0,0,0.742712892883787,0,0,0.49815610527097,0.604838075087282,0,0,0,0,0,0,0,0,-0.693546236442523,-0.774175466136845,0,0,0,-0.454208243925697,0.0023613530991877,0.332684285404521,0,0,0,0.0860696879372788,0,0,0,0,0.167941324358584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.283609985263883,0.282687126517774,0.101870318022535,0
0.691423783903847,0.392207511222499,0.494629861984391,15,0,0,-0.187663567602368,0,0,0.756150956242296,0,0,0.495373143462989,0.602832341572191,0,0,0,0,0,0,0,-0.0259075337413529,-0.695744722600162,-0.769472792761048,0,0,0,-0.473489318112818,0.014218796704064,0.336532588744903,0,0,0,0.0971195726754644,0,0,0,0,0.176483352524376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.282194228596154,0.279549334856538,0.111823619438772,0
