"train_SR","test_SR","portsN","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64"
0.332464849212325,0.389665725000883,5,0,0,0,0,0,0.326034127133187,0,0,0.515134562748954,0.189267031927192,0,0,0,0,0,0,0,0,0,-0.436142986447283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40570726463795,0,0,0
0.342776836363101,0.403985656895092,6,0,0,0,0,0,0.337087186236069,0,0,0.509202819056041,0.195701035386901,0,0,0,0,0,0,0,0,0,-0.481200718540985,0,0,0,0,0,0.0325446557692005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.406665022092774,0,0,0
0.343691341999683,0.405254203716481,7,0,0,0,0,0,0.337965593253521,0,0,0.508457041566283,0.19621328342049,0,0,0,0,0,0,0,0,0,-0.485014455465272,0,0,0,0,0,0.0349523005889532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.406180537915631,0.0012456987203932,0,0
0.367577262599049,0.436435990849371,8,0,0,0,0,0,0.361049299291758,0,0,0.489131549870034,0.208144576030975,0,0,0,0,0,0,0,0,0,-0.585526594493779,0,0,0,0,0,0.093413333048973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0181075126767728,0,0,0,0.388902540444812,0.0267777831304534,0,0
0.466683378009432,0.510884221581897,9,0,0,0,0,0,0.451045585490318,0,0,0.439341730275382,0.250566794029958,0,0,0,0,0,0,0,0,0,-0.641519468435297,0,0,0,-0.375265127713796,0,0.311245193257435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0773016244902655,0,0,0,0.345435046968402,0.141848621637332,0,0
0.486881360791844,0.521666423823126,10,0,0,0,-0.0308607809194404,0,0.478893449147401,0,0,0.437267296259872,0.262094662301874,0,0,0,0,0,0,0,0,0,-0.64389660570331,0,0,0,-0.440833215991221,0,0.354137325672756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0873896914061719,0,0,0,0.333429264118157,0.162378913707739,0,0
0.493732281468393,0.523922192256853,11,0,0,0,-0.0401613831563013,0,0.486871613544202,0,0,0.436040012600796,0.264776659525684,0,0,0,0,0,0,0,0,0,-0.64680207219561,0,0,0,-0.464527747977279,0,0.362474065420809,0,0,0,0.0132185332697733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0906214635248081,0,0,0,0.329061276881376,0.168427578561742,0,0
0.501561603242532,0.525959527735832,12,0,0,0,-0.0492682169301619,0,0.493968376782497,0,0,0.434807745059646,0.266984401190565,0,0,0,0,0,0,0,0,0,-0.647751863697841,0,0,0,-0.485112765157172,0,0.373294302565233,0,0,0,0.0282381097360411,0,0,0,0,0,-0.0113276719765367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0944825948251328,0,0,0,0.324662780149099,0.177022207453498,0,0
0.516580983922437,0.527875874326608,13,0,0,0,-0.0629628336596703,0,0.511302954565083,0,0,0.435261625682802,0.271900693926861,0,0,0,0,0,0,0,0,-0.0276438141363112,-0.646943020732782,0,0,0,-0.514154511083728,0,0.394251073883626,0,0,0,0.0557925419592762,0,0,0,0,0,-0.0279533049448882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103723129272521,0,0,0,0.318061712398053,0.189363752869156,0,0
0.562400246462299,0.528718779116699,14,0,0,-0.0703646925767612,-0.0922828661391569,0,0.578197075178452,0,0,0.447214506357532,0.288505087953029,0,0,0,0,0,0,0,0,-0.109713044274913,-0.630412125770342,0,0,0,-0.590128930670523,0,0.462356779248074,0,0,0,0.146715034286288,0,0,0,0,0,-0.0871259196627449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130258047947459,0,0,0,0.302902392313956,0.223878655809651,0,0
