"train_SR","valid_SR","test_SR","portsN","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32"
0.542193566477555,0.0967302257243385,0.384544150754614,5,0,0,0,-1.46410453297145,0,0,0,0,0,1.33318278959263,0.124766517723661,0,0,0.287725763665818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.718429461989338,0,0,0
0.545871786809991,0.096486152521582,0.384863797302631,6,0,0,0,-1.48081994264186,0,0,0,0,0,1.33742777714662,0.138997345494668,0,0,0.295840707073058,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0170790357851574,0.725633148712668,0,0,0
0.565572365895377,0.0988925798044382,0.386624078719908,7,0,0,-0.0718191382097778,-1.52108500480641,0,0,0,0,0,1.37263767760348,0.204147198792915,0,0,0.343341881567429,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0823859886507936,0.755163373703156,0,0,0
0.573963153340094,0.102247173255208,0.387459356179647,8,0,0,-0.0884963023653027,-1.51891548294129,0,0,0,-0.0375137423226861,0,1.38163134243531,0.23706483740619,0,0,0.362521643077929,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0992784613945418,0.762986166104391,0,0,0
0.58430366728394,0.10601897441418,0.388553747093853,9,0,0,-0.107824182288347,-1.51198124355049,0,0,0,-0.082135166702072,0,1.38520887746371,0.276090634525062,0,0,0.383295561433279,0,0,0,0,0,0,0,0,0,0,0.0167682680562177,0,0,-0.123128282449495,0.763705533512136,0,0,0
0.634942769913607,0.133902075564464,0.406607179414597,10,0,0,-0.220796708181629,-1.45208365490884,0,0.230773257622857,0,-0.316481385006925,0,1.30140745564588,0.414076380112433,0,0,0.430296930537505,0,0,0,0,0,0,0,0,0,0,0.0799174557279079,0,0,-0.217875683632634,0.750765952083446,0,0,0
0.653533520725719,0.143428198141879,0.415214308413698,11,0,0,-0.249394122089001,-1.39843690456227,0,0.303782427892088,0,-0.379394958149334,0,1.26974015302854,0.473975720671881,0,0,0.452876292078518,0,-0.0745255172039615,0,0,0,0,0,0,0,0,0.0979911796088995,0,0,-0.233060392795402,0.736446121520041,0,0,0
0.684892651340404,0.160467376397932,0.429770079798486,12,0,0,-0.302327937272407,-1.30018070278521,0,0.434405948538583,0,-0.495847133207682,0.0081826695625545,1.2108733469967,0.583527483736101,0,0,0.49351968926926,0,-0.212324551564233,0,0,0,0,0,0,0,0,0.130705377001208,0,0,-0.26072006575555,0.710185875480672,0,0,0
0.724933148661154,0.173043524417062,0.446777390715619,13,0,0,-0.378531357327096,-1.21241266074626,0,0.620467080144054,0,-0.631057949862528,0.00266134042258824,1.17145894291821,0.688975269347024,0,0,0.552565030603908,0,-0.355070289079078,0,-0.129223014822693,0,0,0,0,0,0,0.213016670487647,0,0,-0.247153468996743,0.704304406910964,0,0,0
0.729013389802152,0.17407498644927,0.44777053080458,14,0,-0.0213137546562828,-0.38226850057774,-1.20098068303452,0,0.641292663551169,0,-0.639966048165495,0.00614046412111655,1.17369783526175,0.695587232339454,0,0,0.556217405402646,0,-0.366621708657307,0,-0.138034432521491,0,0,0,0,0,0,0.220349393754165,0,0,-0.247858650927788,0.703758784110322,0,0,0
0.751045623177071,0.182100521902133,0.452954326926602,15,0,-0.120253865570312,-0.404552177100891,-1.15450460502493,0,0.744570089708171,0,-0.693539232513754,0.0234464031285452,1.19479288501165,0.75105320211467,0,0,0.581031605842598,0,-0.437265667180621,0,-0.15954706343383,0,0,0,-0.0757599319649237,0,0,0.276110925080409,0,0,-0.237389510849984,0.711806942753197,0,0,0
0.779432484178578,0.193096614086264,0.459099639966111,16,0,-0.274886464060204,-0.441349337983755,-1.08130627823217,0,0.907677022287568,0,-0.776985071723292,0.051247389479038,1.2351113337984,0.83431824238624,0,0,0.617210081415568,0,-0.546362412425441,0,-0.180323242385584,-0.0233364055364867,0,0,-0.18968378235975,0,0,0.363402780618615,0,0,-0.216782698572971,0.722048843294227,0,0,0
0.784940415599056,0.19418249500925,0.459568494924323,17,0,-0.307828903660818,-0.45190216596567,-1.06826739215419,0,0.942582553624666,0,-0.795572967285055,0.0584798074071311,1.24760659552765,0.851398075337695,0,0,0.62746321054787,0,-0.571611369798196,0,-0.184899976750592,-0.0271763202743661,0,0,-0.210776838269598,0,0,0.382212592717291,0,0,-0.203209183317704,0.729766170262017,0,-0.0182638879481293,0
0.79840242516639,0.196872673459937,0.460135242119044,18,0,-0.401757110538699,-0.486767019190855,-1.03678183082587,0.0381299750887426,1.0264685468855,0,-0.844534789373007,0.0745518457725655,1.27054008474025,0.891821887177442,0,0,0.652017949778094,0,-0.633700707152251,0,-0.198629451189884,-0.0379145284754587,0,0,-0.2659892731934,0,0,0.432782855255691,0,0,-0.167022671183228,0.749265386010183,0,-0.0624811495858187,0
0.808052023518613,0.195400519033032,0.46152249877484,19,0,-0.451479100345213,-0.499939462278785,-0.994960606730669,0.0664434593831014,1.05934109556331,0,-0.867507595896977,0.0880568664631338,1.26657245616322,0.903704236648946,0,0,0.650981669260991,0,-0.663870440468498,0,-0.20767718167237,-0.0465246224179039,0,0,-0.309792186716926,0,0,0.447963054026856,0.071938605803868,0,-0.150728288575817,0.736754931313091,0,-0.0992768895233616,0
0.818836065901449,0.195423786273426,0.462781326862752,20,0,-0.503513174730998,-0.50942376247397,-0.937273067951156,0.101645877162633,1.09010031772564,0,-0.89920684124756,0.097139893905537,1.25778112998207,0.917415381117664,0,0,0.648629997655027,0,-0.698542872149218,0,-0.215761683920839,-0.0579050536290951,0,0,-0.372294328008268,0,0,0.456930860322474,0.151296836542343,0,-0.130310779436206,0.712978838300858,0.0374600191214239,-0.147147588288363,0
0.82306042387421,0.195808511156571,0.463566524667334,21,0,-0.527201507877425,-0.514869789032217,-0.914478985958815,0.117843449272381,1.09947376469582,0.0183554440322358,-0.911832648037676,0.0991182123404321,1.24966273537975,0.921065881476302,0,0,0.645287224645367,0,-0.713478451753142,0,-0.219927098041312,-0.0625018411449358,0,0,-0.397385628599849,0,0,0.461466596764906,0.182612651891221,0,-0.122984390597335,0.701762356997441,0.0532365526589121,-0.165224529112063,0
0.841224315154007,0.183804972639668,0.458350566440939,22,0,-0.600516662459694,-0.520446568048213,-0.84695796341125,0.162659012766864,1.13193711517491,0.0530575780896181,-0.959861220472179,0.122488063546777,1.21107945981645,0.940157377850963,0,0,0.649373500980802,0,-0.77770233449832,0,-0.272515250384926,-0.126575212767259,0.12904538472558,0,-0.467292591416062,0,0,0.475351621137429,0.304904753643076,0,-0.121209274245966,0.658555817905025,0.0954692146552784,-0.241001822588909,0
0.848390464233361,0.179727158770448,0.44954460940827,23,-0.0659649619227171,-0.618801024930175,-0.509128547934471,-0.796134042328844,0.202400279784299,1.14307221250425,0.0793011115141734,-0.977315093802598,0.140960192704169,1.19111307250947,0.934626510865672,0,0,0.650967685091756,0,-0.802197002870574,0,-0.288151299559603,-0.155457429763455,0.187531419476822,0,-0.502966043605196,0,0,0.477152726316328,0.35402030194801,0,-0.12197341196415,0.637453182074217,0.115485595217596,-0.275995431324985,0
0.860264551191594,0.175909110206671,0.427270978035388,24,-0.18813703476317,-0.659832979717403,-0.483115868339805,-0.704175244698619,0.292851350154779,1.16338812674016,0.105374763729435,-1.00979627122112,0.180215484706637,1.13536574305986,0.905418351465614,0,0,0.67616625738005,0,-0.843414428701327,0,-0.326359781907238,-0.222921368698873,0.295741669589015,0,-0.624447040804757,0.180315804401514,0,0.472493661202121,0.421819723957485,0,-0.132040585638605,0.599201848344638,0.146335492142239,-0.380447672382635,0
0.860780963854462,0.175364440925486,0.425926127767277,25,-0.195888578982438,-0.660877951744407,-0.481229495256938,-0.699576503462219,0.299768011522351,1.16609159366004,0.107516623731643,-1.00849363989206,0.182356555755694,1.13050014333898,0.905279405272397,0,0,0.678256579578052,-0.0125535578764497,-0.841441605579249,0,-0.328039874870658,-0.226994762164415,0.302298074336799,0,-0.631438508387696,0.190706234796459,0,0.471846965997138,0.426574925401037,0,-0.134234480473081,0.596788984729276,0.148842086070753,-0.386057225501007,0
0.862291612200272,0.172171533357548,0.421194905971142,26,-0.221002575572896,-0.662996973119244,-0.474914183036071,-0.68405106544495,0.320707995365351,1.17565030320613,0.110525589119464,-1.00643223717766,0.190088042067184,1.11881990902961,0.903467418174794,0,0,0.68747200732779,-0.0515205226294507,-0.839478863263672,0,-0.336570118448328,-0.238717493619763,0.320549310249462,0,-0.656230635571393,0.218165079181389,0.0219940862632154,0.470800285526806,0.438412712616457,0,-0.14676291079158,0.590598579809215,0.157417268869003,-0.40599100813086,0
0.862431220225603,0.172098235071966,0.421017026872786,27,-0.222759114495287,-0.66364098411776,-0.474631564792454,-0.682808676048069,0.322924014294302,1.17694679090818,0.110721734470439,-1.00685091702785,0.190658345755361,1.1181872170621,0.903566434013365,0,0,0.6879399401432,-0.0546082926471593,-0.839847217696841,0,-0.337261911684962,-0.23983960880478,0.321834887698145,0,-0.658163408381799,0.220452753263849,0.0230379118327512,0.471081588201008,0.439247083185039,0,-0.148855347415213,0.590234481397034,0.157591437292435,-0.409156892671985,0.00399931626694064
0.862627577720111,0.172014450621551,0.420681652051292,28,-0.224887613807597,-0.664576841335899,-0.474405502091112,-0.681469480015147,0.325885653329957,1.17913194448199,0.111033831803348,-1.0073303227775,0.19126604947225,1.11736093968022,0.903625148311989,0,0,0.688978187920532,-0.0588717084984688,-0.840335497663804,0,-0.338400028487828,-0.241244866043998,0.323488109592228,-0.00229337752964561,-0.660021828979045,0.223637174245409,0.0247803078509219,0.471842355803852,0.44039213610552,0,-0.151401461572639,0.590015344957187,0.157763445766689,-0.413437759197675,0.0094756586782626
0.863174449694187,0.172090568868608,0.419988494577527,29,-0.23179364794349,-0.667393817454291,-0.474524886691058,-0.678443579416105,0.33275160929457,1.18476227590366,0.111933420903182,-1.0092989427056,0.191922277259032,1.11547399972117,0.9040174817087,0,0.00671039370828023,0.692362308676154,-0.0715434542913533,-0.842477146916291,0,-0.342469584578465,-0.244146073581608,0.327618142609063,-0.00963587604924037,-0.664770437613121,0.232252845862759,0.029810429146066,0.47426887042913,0.443524902186124,0,-0.158176475750014,0.589368780127323,0.158581783704157,-0.425334661281355,0.0246490630326165
0.863993133854434,0.17202618827624,0.418974821614017,30,-0.244217601613093,-0.671661976126941,-0.474525879585463,-0.671882264603516,0.344848776832695,1.19393458435542,0.115337614918307,-1.01145553035443,0.194211797514654,1.1118891598988,0.904634071665508,-0.00894095806111008,0.0185752845694355,0.697695733205173,-0.0932086447361964,-0.842418769545791,0,-0.349411120866795,-0.248835463194743,0.334545193700838,-0.0227939610531477,-0.671919370847525,0.246648496551674,0.0390056832175867,0.477794459496558,0.448525161680929,0,-0.169917535222072,0.588069603738823,0.159201419677776,-0.447047281821247,0.0533193166079015
0.865082765666615,0.171540553727689,0.416408406747668,31,-0.269326282531621,-0.680584317687178,-0.472859167248007,-0.655517086976875,0.373884925817017,1.21452573797843,0.122644940084175,-1.01636372785995,0.198725499651673,1.09992591407062,0.905118793412337,-0.0303697369427383,0.0477034025205014,0.710419361221963,-0.146515607842725,-0.841971866798111,-0.0132291997137799,-0.360099371192792,-0.260380540898684,0.352561722366507,-0.0514431539584553,-0.68740081382208,0.282456144973598,0.0602750984343987,0.488014793234718,0.458883324753074,0,-0.197327211478914,0.582947298132577,0.161368268315765,-0.499539977468587,0.123472837453143
0.865233836433494,0.171091765234718,0.415168001480292,32,-0.278833242626517,-0.685544249717219,-0.471416441357995,-0.649479472643325,0.384071691579844,1.22401792654654,0.124906298316839,-1.01934219033594,0.201385022034993,1.09755026218164,0.905033254440288,-0.0392419136718118,0.0579498809788135,0.717070150983,-0.167433643696813,-0.842993505655567,-0.0179268393447187,-0.363487789127314,-0.265515812901029,0.360121221905847,-0.0619240088369435,-0.694537843456405,0.299663862378188,0.0697291225028144,0.492341770799698,0.466151949674749,-0.0150251689689765,-0.206501321727602,0.581615293698566,0.162800698241418,-0.51747748596927,0.152272523774207
