"train_SR","valid_SR","test_SR","portsN","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32"
0.313998477867234,0.265806315689342,0.302838589168572,5,0,0,0,0,0,0.744839857450618,0,-0.698548642418263,0.403987304330923,0,0,0,0,0.488205495625364,0,0,0,0,0,0,0,0,0,0,0.0615159850113589,0,0,0,0,0,0,0
0.33736626891243,0.283800364549667,0.318549552266036,6,0,0,0,0,0,0.790908048398992,0,-0.811878160754745,0.43351950191407,0,0,0,0,0.528192133743822,0,0,0,0,0,0,0,0,0,-0.0377657351918277,0.0970242118896875,0,0,0,0,0,0,0
0.4077756293288,0.330635720485033,0.3641417365731,7,0,0,0,0,0,0.95958149120979,0,-1.16447706919972,0.544278838150083,0,0,0,0,0.660735855556468,0,0,0,0,0,-0.130336236283644,0,0,0,-0.10927057246578,0.239487693032801,0,0,0,0,0,0,0
0.412512097037311,0.334663022783957,0.366732114319278,8,0,0,0,0,0,0.969756177092366,0,-1.1931527169598,0.551794647244261,0.00987388675107661,0,0,0,0.667948728885742,0,0,0,0,0,-0.140531758696621,0,0,0,-0.115303190459312,0.249614226142285,0,0,0,0,0,0,0
0.413125807448191,0.335296446881871,0.367109539109382,9,0,0,0,0,0,0.970901552365526,0,-1.19666703710043,0.552551445482434,0.0111215541436698,0,0,0,0.668647695576408,0,0,0,0,0,-0.141864005964535,0,0,0,-0.116216411417995,0.250719703411097,0,0,0,0.000805503503827851,0,0,0
0.441105662005357,0.358569257966686,0.385059470448757,10,0,0,0,0,0,0.987598820864189,0.123313990375318,-1.38354638100424,0.583634551397128,0.0456413392142996,0,0,0,0.673665896171446,0,0,0,0,0,-0.208060827907988,0,0,0,-0.152936611903339,0.294287840307853,0,0,0,0.0364013824853331,0,0,0
0.463788048882327,0.38450184942895,0.404550155793881,11,0,0,0,0,0,0.978152500328104,0.22024821816187,-1.41228667514084,0.615920254711077,0.0799002972644519,0,0,0,0.696702020633194,0,-0.160441491285395,0,0,0,-0.241582368059444,0,0,0,-0.161771707831209,0.31619021817359,0,0,0,0.0689687330446017,0,0,0
0.467244586423215,0.388111356192335,0.407496548148134,12,0,0,0,0,0,0.975738664643894,0.234534443046263,-1.41933903294724,0.620123062472224,0.0845779529929914,0,0,0.00711373893262483,0.700873371200824,0,-0.187357791503692,0,0,0,-0.247332174162427,0,0,0,-0.162747552485974,0.320008294194504,0,0,0,0.073807023616002,0,0,0
0.468391631176376,0.389115626527471,0.408198635972053,13,0,0,0,0,0,0.97848334927224,0.236931933200344,-1.42278076125867,0.621164800482885,0.0859080073134791,0,0,0.00804409927258435,0.702744107070117,0,-0.192885050882633,0,0,0,-0.248053004301373,0,-0.00628019148808647,0,-0.161837358789281,0.323455579932797,0,0,0,0.0751044901755944,0,0,0
0.496199302611348,0.417556035465857,0.425872185996052,14,0,0,0,0,0,1.02001601235802,0.287958998477512,-1.49642840717854,0.628228912061825,0.121802976290111,0,0,0.0421603080686162,0.736169464612271,0,-0.310291978572052,0,0,0,-0.267929823949321,0,-0.169010642140588,0,-0.153552330174684,0.381442163185079,0,0,0,0.0973096777641369,0.0821246691976172,0,0
0.518409877850403,0.446393440073761,0.440799994877648,15,0,0,0,-0.031187557018326,0,1.06047042128815,0.341729495731377,-1.55414582508357,0.633795230548918,0.159812133171754,0,0,0.0802408493958557,0.768865279142366,0,-0.410062681720238,0,0,0,-0.287322358129874,0,-0.318203785229863,0,-0.151151059441776,0.431976856007578,0,0,0,0.115908398436159,0.159274602901487,0,0
