"train_SR","test_SR","portsN","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32"
0.345707490781518,0.35479078463009,5,0,0,0,-0.675115705470017,0,0,0,0,0.474304659063739,0.65828074375386,0,0,0,0.157650059379544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.384880243272873,0,0,0
0.420518589331421,0.370213280174304,6,0,0,0,-0.72638783405261,0,0,0,-0.415966518699977,0.627790062956931,0.820196123426105,0,0,0,0.321918695737869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372449470631682,0,0,0
0.436607068668153,0.378988675491442,7,0,0,0,-0.736445088995868,0,0.0827644459520394,0,-0.516777504724821,0.630520055412302,0.829214870006619,0,0,0,0.345428690624099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.365294531725629,0,0,0
0.477187841511265,0.395406942847815,8,0,0,-0.158546094038691,-0.719722105498203,0,0.309731338529796,0,-0.705176195827788,0.653888641487922,0.85666781964806,0,0,0,0.412454738048919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.350701857649984,0,0,0
0.506584983141958,0.408004315431904,9,0,0,-0.285571613336488,-0.730147621640652,0,0.486830717575092,0,-0.8130563631947,0.673013353623285,0.912288457547489,0,0,0,0.470242190413252,0,0,0,0,0,0,0,0,0,-0.0899257354697246,0,0,0,0,0.376326614482446,0,0,0
0.526954269496149,0.418978027694484,10,0,0,-0.39699790846741,-0.739805571302678,0,0.648166196818126,0,-0.902283850971888,0.692678558005036,0.965487584600099,0,0,0,0.520330830430097,0,0,0,0,0,-0.0436335128932802,0,0,0,-0.148457872097504,0,0,0,0,0.404515545879403,0,0,0
0.531287858439461,0.421548151755145,11,0,0,-0.418041099461041,-0.736173156760517,0,0.678871631540407,0,-0.919767180469295,0.691844462372921,0.972299267412187,0,0,0,0.528384221981142,0,0,0,0,0,-0.0562980828040378,0,0,0,-0.164586131053577,0,0,0,0,0.404894750320603,0.0185713169212084,0,0
0.540327307825218,0.428896072515385,12,0,0,-0.449338113644217,-0.708687028758723,0,0.732713701010762,0,-0.930495498254329,0.690514858207584,0.983510376112211,0,0,0,0.548376808424881,0,-0.0619550712073697,0,0,0,-0.0753674914084623,0,0,0,-0.185288395659216,0,0,0,0,0.404311425315129,0.0517044298617501,0,0
0.541293092872353,0.42950667691181,13,0,0,-0.451153177165963,-0.707055935351515,0,0.737439326700012,0,-0.932810107453812,0.690673732137647,0.985671186204779,0,0,0,0.550230920001009,0,-0.066576533764805,0,0,0,-0.0760553761372431,0,-0.00617096123919141,0,-0.185328778325446,0,0,0,0,0.405364006414398,0.0557716979801299,0,0
0.543870474202122,0.431261465224473,14,0,0,-0.454980026155219,-0.703232658434561,0,0.746342604375042,0,-0.939935805525809,0.690461048710249,0.986411009439347,0.0123029162672347,0,0,0.553420753993521,0,-0.0791547621942226,0,0,0,-0.0771749147989835,0,-0.0213815104228601,0,-0.185869482677745,0,0,0,0,0.406979967809418,0.0658108596145893,0,0
0.543891659853031,0.431275322348324,15,0,0,-0.455008796325013,-0.703201463644219,0,0.746409547346516,0,-0.939989845884725,0.69045300231709,0.986404811044932,0.0123957059064231,0,0,0.55344619183748,0,-0.0792473785411026,0,0,0,-0.077186955686741,0,-0.0215168158040554,0,-0.185871069045202,5.68837425666143e-05,0,0,0,0.406983090385149,0.0658730923509002,0,0
0.569058413725884,0.449693317501469,16,0,0,-0.502128430753135,-0.671656757157033,0,0.812109830094184,0.0856492183120287,-1.00872018896343,0.676505202885041,0.965825118687359,0.110738323463261,0,0,0.573981373291298,0,-0.192409314959627,0,0,0,-0.0964079069342534,0,-0.176998077064299,0,-0.189364301956751,0.0649029186148535,0,0,0,0.409047217878419,0.138925774562083,0,0
0.601517213791357,0.476221235594078,17,0,0,-0.602620107291186,-0.639485845880369,0,0.897063226218262,0.208540713796756,-1.13327980845902,0.638840782781839,0.927373518990336,0.271404486881028,0,0.110720441090214,0.607101781848025,0,-0.376728261539174,0,0,0,-0.130805132005058,0,-0.418355597753367,0,-0.193965360541298,0.163880523429369,0,0,0,0.407207436634292,0.263107201799348,0,0
