"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
0.541203094017253,0.541280722609268,0.541323089032419,0.541346493674277,0.541359520014479,0.541366802135085,0.541370883458484,0.541373174205072,0.541374461008478,0.541375184194998,0.541375590734646,0.541375819305032,0.541375947825797
0.540995803188025,0.541079012691649,0.541124524805653,0.541149700885391,0.541163724197601,0.541171567221997,0.541175964049768,0.541178432244582,0.541179818843057,0.541180598151196,0.541181036251211,0.541181282569569,0.541181421070839
0.540723956034994,0.540811379357228,0.540859251601967,0.540885751875704,0.540900518886155,0.540908779822183,0.540913411563891,0.540916011830468,0.540917472688851,0.5409182937534,0.540918755333821,0.54091901485588,0.540919160782042
0.540399787805267,0.540490247826808,0.540539804030875,0.5405672436044,0.540582536370379,0.540591092180036,0.540595889493656,0.540598582789665,0.54060009593749,0.540600946398689,0.540601424507573,0.540601693323484,0.540601844475713
0.536719076739272,0.537209400559194,0.537483479290372,0.537637072318454,0.537723273574743,0.537771693845515,0.537798905342886,0.537814202034909,0.537822802269128,0.537827637989481,0.537830357141909,0.537831886178981,0.537832746002412
0.531458122419185,0.532007488485105,0.532314699635048,0.532486901845102,0.532583560582121,0.53263785922176,0.532668375636874,0.532685530588677,0.532695175725686,0.532700599014804,0.532703648574074,0.53270536341024,0.532706327715444
0.525567459720051,0.526178936603369,0.526521020633341,0.526712815320929,0.526820485903174,0.526880975097081,0.526914972124047,0.526934084179608,0.526944829817321,0.526950871944587,0.526954269496149,0.526956180020872,0.526957254369241
0.519024818143633,0.519700935979483,0.520079334434398,0.520291538020751,0.520410681356807,0.520477620857648,0.520515244743829,0.520536396200123,0.520548288635222,0.520554975640766,0.520558735829826,0.52056085027927,0.520562039302516
0.511812452338792,0.512555090292386,0.512970882322365,0.513204108600252,0.513335072019343,0.513408657825421,0.513450019003144,0.513473272028467,0.513486346242115,0.513493697804039,0.513497831698542,0.513500156297343,0.513501463496049
0.503917941330016,0.504728220464293,0.505182062144911,0.505436688023414,0.505579685971267,0.505660039458202,0.50570520642903,0.505730599622606,0.505744877345369,0.50575290569145,0.50575742017004,0.505759958787123,0.505761386337192
0.50041511075925,0.500957749350647,0.501262758258758,0.5014342222704,0.501530624109465,0.5015848283248,0.501615307466222,0.501632446461948,0.501642084208772,0.501647503842543,0.501650551504519,0.501652265323805,0.501653229073001
0.498202733737227,0.498753371558873,0.499062882916626,0.499236879604373,0.499334705811649,0.4993897110339,0.499420640619468,0.499438032919496,0.499447813109988,0.499453312845763,0.499456405552416,0.499458144702188,0.499459122695764
0.495945904769162,0.496503425999507,0.496816812521224,0.496992989222175,0.497092041512691,0.497147736248999,0.497179053585295,0.497196663935699,0.497206566745498,0.497212135435338,0.497215266917759,0.497217027872763,0.497218018128327
0.493005682595761,0.493761214163055,0.494186942460954,0.494426613634179,0.494561473838122,0.494637337414958,0.494680006860562,0.494704004246541,0.494717499787334,0.494725089146403,0.494729357038434,0.494731757076354,0.494733106725034
0.487237745226042,0.488023243956834,0.488466033231481,0.488715365091718,0.488855679036909,0.488934616176191,0.488979016133684,0.489003987329086,0.48901803069545,0.489025928186623,0.489030369375306,0.489032866871811,0.489034271327605
0.481265311831431,0.48207884658962,0.482537621618254,0.482796013013895,0.482941443768984,0.48302326535787,0.483069289594914,0.483095174896932,0.483109732526924,0.483117919280545,0.483122523155836,0.48312511214482,0.483126568052855
0.475103209103488,0.475942665518746,0.476416245950756,0.47668303595181,0.476833212760611,0.476917710599068,0.476965242128902,0.476991975780467,0.477007010705492,0.477015465935542,0.477020220809535,0.477022894718704,0.477024398383198
0.474510988901898,0.474924529900402,0.475155890068605,0.475285592433609,0.475358398124213,0.475399297433063,0.47542228326881,0.475435204847474,0.475442469818565,0.475446554779051,0.475448851784072,0.475450143441548,0.475450869780204
0.475373753596255,0.475812043734392,0.476057617128703,0.476195408190991,0.476272793308585,0.476316277646702,0.476340720274039,0.476354462056991,0.476362188576442,0.476366533183896,0.476368976230539,0.476370350023186,0.476371122552985
