"train_SR","test_SR","portsN","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32"
0.348475457102273,0.355698748551365,5,0,0,0,-0.694323961452469,0,0,0,0,0.491274673675189,0.649823979955353,0,0,0,0.170850676447911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.382374631374016,0,0,0
0.426648107405265,0.37028232180421,6,0,0,0,-0.746511025813723,0,0,0,-0.44923369936731,0.654216037654987,0.826092495667328,0,0,0,0.346067534277783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.369368657580935,0,0,0
0.437313550205713,0.376149839636578,7,0,0,0,-0.752807299177552,0,0.0573877531741134,0,-0.518013700157889,0.655218631786017,0.832147499520684,0,0,0,0.361555513654685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.364511601199941,0,0,0
0.476211235149301,0.392337424263411,8,0,0,-0.152833705663177,-0.734938645164707,0,0.27888605858153,0,-0.699487553643103,0.675103870713781,0.858298895348907,0,0,0,0.424441205905006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.350529873921764,0,0,0
0.507604564421671,0.406104601340993,9,0,0,-0.289570077789251,-0.744967320090556,0,0.471263930253723,0,-0.815676977513498,0.694010266989823,0.917857925669718,0,0,0,0.485535531402104,0,0,0,0,0,0,0,0,0,-0.0964937803098234,0,0,0,0,0.378040501387761,0,0,0
0.532700599014804,0.419965147652704,10,0,0,-0.436047953180698,-0.756447516046577,0,0.685143124954609,0,-0.93301989883661,0.718157025973668,0.987485891043558,0,0,0,0.550246297157627,0,0,0,0,0,-0.05749303563474,0,0,0,-0.173063954882301,0,0,0,0,0.415040019451464,0,0,0
0.535253990025239,0.421523319422371,11,0,0,-0.449475373014928,-0.753813298907721,0,0.705006031552666,0,-0.944198595181347,0.717259175079721,0.991705702799116,0,0,0,0.555182512335687,0,0,0,0,0,-0.0657050352389261,0,0,0,-0.183427597378042,0,0,0,0,0.415149142550566,0.0123173354032087,0,0
0.540479967415327,0.42590003174429,12,0,0,-0.467781395813762,-0.736396280510448,0,0.737325764282816,0,-0.950068722611875,0.715689679455492,0.998022017513084,0,0,0,0.566677765331368,0,-0.0380820302624241,0,0,0,-0.077148276143141,0,0,0,-0.195595077784825,0,0,0,0,0.414487102529407,0.0328694540143081,0,0
0.543267287790261,0.427684097694838,13,0,0,-0.473028338518833,-0.731369226421314,0,0.751291921729117,0,-0.956787133625436,0.715983125774157,1.00432084472956,0,0,0,0.572041414851926,0,-0.0519408714745027,0,0,0,-0.0791736743648019,0,-0.0182805892618678,0,-0.195642332455187,0,0,0,0,0.417533593324565,0.0450512657126205,0,0
0.545741531860768,0.429383032802946,14,0,0,-0.47671489903417,-0.727424893327575,0,0.760078121471131,0,-0.963745940053386,0.715628132138406,1.0049520553938,0.0122497613728544,0,0,0.575093977573749,0,-0.0645477845060157,0,0,0,-0.0802708992156929,0,-0.0333568896602913,0,-0.196122518365176,0,0,0,0,0.419073721189611,0.0551080550227594,0,0
0.546203662102824,0.42973713799853,15,0,0,-0.477596502497831,-0.726869068712004,0,0.761279139130968,0.00172670179799604,-0.965009599536132,0.715473344608892,1.00478035959236,0.014073634331726,0,0,0.575414071532525,0,-0.0667327089126086,0,0,0,-0.0805583016987463,0,-0.0358103915681557,0,-0.196233319929871,0,0,0,0,0.419291093581317,0.0567715482795622,0,0
0.5685866823659,0.446228379792844,16,0,0,-0.519563306924577,-0.696928636444245,0,0.820582643833903,0.0798834319414185,-1.0265968498019,0.701541596755207,0.985108532616798,0.103823800977498,0,0,0.593125209484197,0,-0.170697559677358,0,0,0,-0.0979567575320353,0,-0.177153865146372,0,-0.198932834666382,0.0592371662876069,0,0,0,0.420590590451117,0.123936837845118,0,0
0.602815796773435,0.474500055609337,17,0,0,-0.626127169225876,-0.660170820573784,0,0.911200784124585,0.212525915157092,-1.15899468777764,0.658894630459546,0.942111926225766,0.277175126517503,0,0.119059105566909,0.62709528562684,0,-0.370757433970304,0,0,0,-0.134813908200528,0,-0.436667632715984,0,-0.20306339884131,0.16615361435729,0,0,0,0.417622457560612,0.258756205709285,0,0
0.624042566624642,0.486290076993386,18,0,-0.165016526250837,-0.691388738024731,-0.61484585351931,0,1.00908036901492,0.346869851694062,-1.24190558775449,0.652848396032282,0.926033728892278,0.403628082486369,0,0.217983056804341,0.65185494615752,0,-0.513796923009207,0,0,0,-0.16054589797663,0,-0.612293519719377,0,-0.223172816655627,0.246166083491102,0,0,0,0.414673859624144,0.353827488713192,0,0
0.633539787681486,0.489340240384086,19,0,-0.24248074397209,-0.715519863906275,-0.590035044432539,0,1.05020582837715,0.399863617774107,-1.27036914139399,0.652178066839093,0.905256222028418,0.467477408576413,0,0.264357584925319,0.660740302159998,0,-0.584933271144846,0,0,0,-0.18255112394784,0,-0.724139117950715,0.0914244183869793,-0.246723965280932,0.274533746935026,0,0,0,0.403330679846427,0.387384396180297,0,0
0.63654199016998,0.490010673934802,20,0,-0.272891059268501,-0.726530015830767,-0.581845302292606,0.0221906035971006,1.05979187689975,0.417830837168804,-1.27933987098602,0.648994508596093,0.892419257821783,0.487609276242967,0,0.27834402271877,0.661771548207378,0,-0.607920842942102,0,0,0,-0.191585681017746,0,-0.763156776957566,0.126077328864922,-0.253836409013063,0.283820808808311,0,0,0,0.398230229939629,0.400025659442864,0,0
0.636682261545162,0.490106239283536,21,0,-0.274109411549747,-0.726842089772194,-0.581455432177121,0.0233577459261862,1.06017596101911,0.418551847149774,-1.27981271944207,0.648794656189291,0.89182106585556,0.488374922332977,0,0.278839475274318,0.661734372969211,0,-0.609083840913386,0,0,0,-0.192049495150026,0,-0.764688650292875,0.127136547138907,-0.254438906788356,0.284229145351236,0,0,0,0.397985944894203,0.400222420509651,0,0.0012564414753488
