method,n_months,start_date,end_date,mean_gross_monthly,mean_net_monthly,mean_gross_ann,mean_net_ann,vol_gross_monthly,vol_net_monthly,vol_gross_ann,vol_net_ann,sharpe_gross_ann,sharpe_net_ann,sharpe_decay_due_to_costs,hit_rate_gross,hit_rate_net,avg_turnover,avg_cost,max_drawdown_net,terminal_wealth_gross,terminal_wealth_net
AP-Trees AP-pruning (static + stock-level TC),276,1994-01-31,2016-12-31,0.006393274445223285,0.005726543179041268,0.07671929334267942,0.06871851814849521,0.008194756792134326,0.008170062856355046,0.028387470239293604,0.02830192793647649,2.70257591451335,2.428050778121318,0.274525136392032,0.8115942028985508,0.7789855072463768,0.2666925064728072,0.0006667312661820179,-0.04766102195844879,5.753555873905964,4.792020202914169
"AP-Trees AP-pruning (static, no TC)",276,1994-01-31,2016-12-31,0.006393274445223285,0.006393274445223285,0.07671929334267942,0.07671929334267942,0.008194756792134326,0.008194756792134326,0.028387470239293604,0.028387470239293604,2.70257591451335,2.70257591451335,0.0,0.8115942028985508,0.8115942028985508,0.2666925064728072,0.0,-0.0457291334329093,5.753555873905964,5.753555873905964
AP-Trees rolling TC-aware (portfolio-level TC),276,1994-01-31,2016-12-31,0.009878578198922091,0.009878570761478378,0.11854293838706509,0.11854284913774055,0.05500426834623161,0.05500426809246725,0.19054037481765138,0.19054037393858586,0.6221407851249983,0.6221403195941493,4.655308489809329e-07,0.6123188405797102,0.6123188405797102,2.9749774849909764e-06,7.4374437124774395e-09,-0.6035633190577439,9.93879091492161,9.93877068411912
AP-Trees rolling TC-aware (stock-level TC),276,1994-01-31,2016-12-31,0.015357922799944482,0.014394635196953814,0.18429507359933378,0.17273562236344575,0.041453700050191916,0.041416919061633764,0.14359982929730583,0.14347241621543516,1.283393403050455,1.203963987781941,0.07942941526851399,0.6521739130434783,0.6340579710144928,0.38531504119626614,0.0009632876029906653,-0.2655946460671107,54.38378395984935,41.84726736761435
S&P 500 (SPY adjusted close),276,1994-01-31,2016-12-31,0.008151521782775627,0.008151521782775627,0.09781826139330753,0.09781826139330753,0.0422704244750686,0.0422704244750686,0.1464290456966436,0.1464290456966436,0.6680249873099436,0.6680249873099436,0.0,0.6304347826086957,0.6304347826086957,0.0,0.0,-0.5078485610629919,7.343423759128014,7.343423759128014
