sample,n_months,mean_monthly,std_monthly,sharpe_ann
train,240,0.004856892042521545,0.005615159535458732,2.9963115852369255
valid,120,0.009977011430067736,0.005820389521940205,5.937984267009088
test,276,0.006393274445223285,0.008194756792134326,2.70257591451335
