sample,n_months,mean_monthly,std_monthly,sharpe_ann
train,240,0.012650013466834345,0.01589762470106649,2.7564452492727094
valid,120,0.02714062029444956,0.01625508030582079,5.783906620515208
test,276,0.017568866745255155,0.024067151255149993,2.5287720604388193
