date,date_dt,yy,mm,method,gross_ret,turnover_raw,turnover,turnover_portfolio,turnover_stock,cost,net_ret
19730131,1974-01-31,1974,1,AP-Trees rolling TC-aware + portfolio-level TC,-0.02800864110511209,2.712138716491619e-07,2.712138716491619e-07,2.712138716491619e-07,,6.780346791229048e-10,-0.02800864178314677
19730228,1974-02-28,1974,2,AP-Trees rolling TC-aware + portfolio-level TC,-0.06537203994310349,2.1232551031952207e-07,2.1232551031952207e-07,2.1232551031952207e-07,,5.308137757988052e-10,-0.06537204047391727
19730330,1974-03-31,1974,3,AP-Trees rolling TC-aware + portfolio-level TC,-0.02239717001820349,1.5722070768539598e-07,1.5722070768539598e-07,1.5722070768539598e-07,,3.9305176921349e-10,-0.022397170411255257
19730430,1974-04-30,1974,4,AP-Trees rolling TC-aware + portfolio-level TC,-0.07067102380898424,1.7570617473136596e-07,1.7570617473136596e-07,1.7570617473136596e-07,,4.392654368284149e-10,-0.07067102424824968
19730531,1974-05-31,1974,5,AP-Trees rolling TC-aware + portfolio-level TC,-0.07520603524489256,1.9740152885569517e-07,1.9740152885569517e-07,1.9740152885569517e-07,,4.935038221392379e-10,-0.07520603573839638
19730629,1974-06-30,1974,6,AP-Trees rolling TC-aware + portfolio-level TC,-0.02757921713548442,1.0416900026941067e-07,1.0416900026941067e-07,1.0416900026941067e-07,,2.604225006735267e-10,-0.027579217395906918
19730731,1974-07-31,1974,7,AP-Trees rolling TC-aware + portfolio-level TC,0.11528410397406011,8.012377053154274e-08,8.012377053154274e-08,8.012377053154274e-08,,2.0030942632885684e-10,0.11528410377375069
19730831,1974-08-31,1974,8,AP-Trees rolling TC-aware + portfolio-level TC,-0.04578064806685626,9.725659393111652e-08,9.725659393111652e-08,9.725659393111652e-08,,2.431414848277913e-10,-0.04578064830999774
19730928,1974-09-30,1974,9,AP-Trees rolling TC-aware + portfolio-level TC,0.07669533709697962,6.775999696409518e-08,6.775999696409518e-08,6.775999696409518e-08,,1.6939999241023795e-10,0.07669533692757963
19731031,1974-10-31,1974,10,AP-Trees rolling TC-aware + portfolio-level TC,0.006609851935055576,4.497427598393333e-08,4.497427598393333e-08,4.497427598393333e-08,,1.1243568995983333e-10,0.006609851822619886
19731130,1974-11-30,1974,11,AP-Trees rolling TC-aware + portfolio-level TC,-0.16901163023623664,4.686377274784603e-08,4.686377274784603e-08,4.686377274784603e-08,,1.1715943186961508e-10,-0.16901163035339606
19731231,1974-12-31,1974,12,AP-Trees rolling TC-aware + portfolio-level TC,-0.02187829564583274,3.7914690755036506e-08,3.7914690755036506e-08,3.7914690755036506e-08,,9.478672688759127e-11,-0.021878295740619468
19740131,1975-01-31,1975,1,AP-Trees rolling TC-aware + portfolio-level TC,0.1188640682679401,2.202853113461578e-08,2.202853113461578e-08,2.202853113461578e-08,,5.507132783653945e-11,0.11886406821286878
19740228,1975-02-28,1975,2,AP-Trees rolling TC-aware + portfolio-level TC,0.006278764435757466,1.0625966667329734e-07,1.0625966667329734e-07,1.0625966667329734e-07,,2.6564916668324333e-10,0.006278764170108299
19740329,1975-03-31,1975,3,AP-Trees rolling TC-aware + portfolio-level TC,0.00016473823816220414,9.082590691003589e-08,9.082590691003589e-08,9.082590691003589e-08,,2.2706476727508973e-10,0.00016473801109743687
19740430,1975-04-30,1975,4,AP-Trees rolling TC-aware + portfolio-level TC,-0.05283415423724767,1.0921513554987272e-07,1.0921513554987272e-07,1.0921513554987272e-07,,2.730378388746818e-10,-0.05283415451028551
19740531,1975-05-31,1975,5,AP-Trees rolling TC-aware + portfolio-level TC,-0.07682650640972874,1.5914327642849169e-07,1.5914327642849169e-07,1.5914327642849169e-07,,3.978581910712292e-10,-0.07682650680758693
19740628,1975-06-30,1975,6,AP-Trees rolling TC-aware + portfolio-level TC,-0.030511133225576602,2.221805560816137e-07,2.221805560816137e-07,2.221805560816137e-07,,5.554513902040342e-10,-0.03051113378102799
19740731,1975-07-31,1975,7,AP-Trees rolling TC-aware + portfolio-level TC,-0.06135720040149002,2.747049132750812e-07,2.747049132750812e-07,2.747049132750812e-07,,6.86762283187703e-10,-0.06135720108825231
19740830,1975-08-31,1975,8,AP-Trees rolling TC-aware + portfolio-level TC,-0.08982516550399192,3.3655939399301893e-07,3.3655939399301893e-07,3.3655939399301893e-07,,8.413984849825473e-10,-0.0898251663453904
19740930,1975-09-30,1975,9,AP-Trees rolling TC-aware + portfolio-level TC,-0.09332058543358418,4.63950645752248e-07,4.63950645752248e-07,4.63950645752248e-07,,1.15987661438062e-09,-0.09332058659346079
19741031,1975-10-31,1975,10,AP-Trees rolling TC-aware + portfolio-level TC,0.11980487663249506,6.613654370754563e-07,6.613654370754563e-07,6.613654370754563e-07,,1.6534135926886406e-09,0.11980487497908147
19741129,1975-11-30,1975,11,AP-Trees rolling TC-aware + portfolio-level TC,-0.057469123881936354,2.956061010382649e-07,2.956061010382649e-07,2.956061010382649e-07,,7.390152525956623e-10,-0.057469124620951606
19741231,1975-12-31,1975,12,AP-Trees rolling TC-aware + portfolio-level TC,-0.07654854304542805,3.1605282179575367e-07,3.1605282179575367e-07,3.1605282179575367e-07,,7.901320544893842e-10,-0.0765485438355601
19750131,1976-01-31,1976,1,AP-Trees rolling TC-aware + portfolio-level TC,0.2904034740022684,2.70584150467712e-07,2.70584150467712e-07,2.70584150467712e-07,,6.7646037616928e-10,0.290403473325808
19750228,1976-02-29,1976,2,AP-Trees rolling TC-aware + portfolio-level TC,0.054979515792750226,7.05217982323314e-07,7.05217982323314e-07,7.05217982323314e-07,,1.7630449558082851e-09,0.05497951402970527
19750331,1976-03-31,1976,3,AP-Trees rolling TC-aware + portfolio-level TC,0.09100197305595445,6.319234385002148e-07,6.319234385002148e-07,6.319234385002148e-07,,1.579808596250537e-09,0.09100197147614586
19750430,1976-04-30,1976,4,AP-Trees rolling TC-aware + portfolio-level TC,0.036740195457728525,8.39392482559348e-07,8.39392482559348e-07,8.39392482559348e-07,,2.0984812063983698e-09,0.03674019335924732
19750530,1976-05-31,1976,5,AP-Trees rolling TC-aware + portfolio-level TC,0.07136372492225065,7.975618167427312e-07,7.975618167427312e-07,7.975618167427312e-07,,1.993904541856828e-09,0.07136372292834611
19750630,1976-06-30,1976,6,AP-Trees rolling TC-aware + portfolio-level TC,0.07543350844001362,8.808658559338045e-07,8.808658559338045e-07,8.808658559338045e-07,,2.2021646398345115e-09,0.07543350623784897
19750731,1976-07-31,1976,7,AP-Trees rolling TC-aware + portfolio-level TC,-0.0187481165999712,1.1125386500041023e-06,1.1125386500041023e-06,1.1125386500041023e-06,,2.781346625010256e-09,-0.018748119381317825
19750829,1976-08-31,1976,8,AP-Trees rolling TC-aware + portfolio-level TC,-0.0475338777057607,2.4983913893966703e-06,2.4983913893966703e-06,2.4983913893966703e-06,,6.245978473491676e-09,-0.04753388395173917
19750930,1976-09-30,1976,9,AP-Trees rolling TC-aware + portfolio-level TC,-0.039025440652728074,2.3723943663941927e-06,2.3723943663941927e-06,2.3723943663941927e-06,,5.930985915985482e-09,-0.03902544658371399
19751031,1976-10-31,1976,10,AP-Trees rolling TC-aware + portfolio-level TC,0.023652112556443748,2.7309133084039983e-06,2.7309133084039983e-06,2.7309133084039983e-06,,6.827283271009996e-09,0.023652105729160478
19751128,1976-11-30,1976,11,AP-Trees rolling TC-aware + portfolio-level TC,0.022199826828827526,1.6740420287278401e-06,1.6740420287278401e-06,1.6740420287278401e-06,,4.1851050718196005e-09,0.022199822643722455
