date,date_dt,yy,mm,method,gross_ret,turnover_raw,turnover,turnover_portfolio,turnover_stock,cost,net_ret
19731231,1974-12-31,1974,12,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",-0.05340580333733985,1.5987211554602254e-14,1.5987211554602254e-14,1.5987211554602254e-14,,3.9968028886505634e-17,-0.053405803337339894
19740131,1975-01-31,1975,1,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",0.19642402699277728,6.628031457012185e-14,6.628031457012185e-14,6.628031457012185e-14,,1.657007864253046e-16,0.1964240269927771
19740228,1975-02-28,1975,2,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",0.0012980910688091703,9.055256544598933e-14,9.055256544598933e-14,9.055256544598933e-14,,2.2638141361497333e-16,0.001298091068808944
19740329,1975-03-31,1975,3,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",0.008528555426442657,8.270467644067026e-14,8.270467644067026e-14,8.270467644067026e-14,,2.0676169110167563e-16,0.008528555426442451
19740430,1975-04-30,1975,4,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",-0.05244808993212384,7.589762152093726e-14,7.589762152093726e-14,7.589762152093726e-14,,1.8974405380234315e-16,-0.05244808993212403
19740531,1975-05-31,1975,5,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",-0.08055144347942421,7.096406795525922e-14,7.096406795525922e-14,7.096406795525922e-14,,1.7741016988814805e-16,-0.08055144347942439
19740628,1975-06-30,1975,6,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",-0.030839632199230065,5.90361093344427e-14,5.90361093344427e-14,5.90361093344427e-14,,1.4759027333610674e-16,-0.030839632199230214
19740731,1975-07-31,1975,7,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",-0.04337476325747214,6.532274721138265e-14,6.532274721138265e-14,6.532274721138265e-14,,1.6330686802845662e-16,-0.043374763257472304
19740830,1975-08-31,1975,8,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",-0.07662211252078602,6.76750322448072e-14,6.76750322448072e-14,6.76750322448072e-14,,1.69187580612018e-16,-0.07662211252078618
19740930,1975-09-30,1975,9,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",-0.07844814134248973,6.18255446838134e-14,6.18255446838134e-14,6.18255446838134e-14,,1.5456386170953353e-16,-0.07844814134248988
19741031,1975-10-31,1975,10,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",0.08278075448519304,7.464862061823396e-14,7.464862061823396e-14,7.464862061823396e-14,,1.866215515455849e-16,0.08278075448519286
19741129,1975-11-30,1975,11,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",-0.06367755461616856,9.611061946301902e-14,9.611061946301902e-14,9.611061946301902e-14,,2.4027654865754753e-16,-0.0636775546161688
19741231,1975-12-31,1975,12,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",-0.09784026022342673,1.1091128016005314e-13,1.1091128016005314e-13,1.1091128016005314e-13,,2.7727820040013285e-16,-0.09784026022342701
19750131,1976-01-31,1976,1,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",0.35750392437822054,1.472572064287192e-13,1.472572064287192e-13,1.472572064287192e-13,,3.68143016071798e-16,0.35750392437822015
19750228,1976-02-29,1976,2,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",0.04826528547737974,2.1718044029839234e-13,2.1718044029839234e-13,2.1718044029839234e-13,,5.429511007459809e-16,0.0482652854773792
19750331,1976-03-31,1976,3,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",0.11169948669916756,2.1074808564947034e-13,2.1074808564947034e-13,2.1074808564947034e-13,,5.268702141236759e-16,0.11169948669916703
19750430,1976-04-30,1976,4,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",0.026801872883454973,2.0654311594370256e-13,2.0654311594370256e-13,2.0654311594370256e-13,,5.163577898592564e-16,0.026801872883454456
19750530,1976-05-31,1976,5,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",0.07408915354367372,2.0675128276081978e-13,2.0675128276081978e-13,2.0675128276081978e-13,,5.168782069020494e-16,0.07408915354367321
19750630,1976-06-30,1976,6,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",0.08994841232287393,2.078337502098293e-13,2.078337502098293e-13,2.078337502098293e-13,,5.195843755245732e-16,0.08994841232287341
19750731,1976-07-31,1976,7,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",-0.0070115049321081025,2.06959449577937e-13,2.06959449577937e-13,2.06959449577937e-13,,5.173986239448425e-16,-0.00701150493210862
19750829,1976-08-31,1976,8,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",-0.06305100296752003,1.734654087037768e-13,1.734654087037768e-13,1.734654087037768e-13,,4.33663521759442e-16,-0.06305100296752046
19750930,1976-09-30,1976,9,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",-0.0356852635864095,1.6826123827584638e-13,1.6826123827584638e-13,1.6826123827584638e-13,,4.2065309568961597e-16,-0.03568526358640992
19751031,1976-10-31,1976,10,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",0.008864411294272047,1.7344459202206508e-13,1.7344459202206508e-13,1.7344459202206508e-13,,4.336114800551627e-16,0.008864411294271613
19751128,1976-11-30,1976,11,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",0.024980960254556556,1.9503149095712047e-13,1.9503149095712047e-13,1.9503149095712047e-13,,4.875787273928012e-16,0.024980960254556067
19751231,1976-12-31,1976,12,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",-0.004552688676534992,2.1547347239803116e-13,2.1547347239803116e-13,2.1547347239803116e-13,,5.38683680995078e-16,-0.004552688676535531
19760130,1977-01-31,1977,1,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",0.2261516947431206,1.9992341115937506e-13,1.9992341115937506e-13,1.9992341115937506e-13,,4.998085278984377e-16,0.2261516947431201
19760227,1977-02-28,1977,2,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",0.13717259878406468,2.0960316815532565e-13,2.0960316815532565e-13,2.0960316815532565e-13,,5.240079203883141e-16,0.13717259878406415
19760331,1977-03-31,1977,3,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",0.017563756849286287,2.3256396808335467e-13,2.3256396808335467e-13,2.3256396808335467e-13,,5.814099202083867e-16,0.017563756849285704
19760430,1977-04-30,1977,4,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",-0.013923321607602637,2.639138907412075e-13,2.639138907412075e-13,2.639138907412075e-13,,6.597847268530189e-16,-0.013923321607603296
19760528,1977-05-31,1977,5,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",-0.028783111002676685,2.6632862581976724e-13,2.6632862581976724e-13,2.6632862581976724e-13,,6.658215645494181e-16,-0.02878311100267735
19760630,1977-06-30,1977,6,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",0.018812272447883215,2.467817616924606e-13,2.467817616924606e-13,2.467817616924606e-13,,6.169544042311515e-16,0.018812272447882597
19760730,1977-07-31,1977,7,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",-0.002343910092338192,2.5972973771715147e-13,2.5972973771715147e-13,2.5972973771715147e-13,,6.493243442928787e-16,-0.0023439100923388413
19760831,1977-08-31,1977,8,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",-0.020814978977427078,2.605415883039086e-13,2.605415883039086e-13,2.605415883039086e-13,,6.513539707597716e-16,-0.02081497897742773
19760930,1977-09-30,1977,9,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",0.013427432014479905,2.4109880758516056e-13,2.4109880758516056e-13,2.4109880758516056e-13,,6.027470189629014e-16,0.013427432014479303
19761029,1977-10-31,1977,10,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",-0.027763396811489968,2.517777653032738e-13,2.517777653032738e-13,2.517777653032738e-13,,6.294444132581845e-16,-0.027763396811490596
19761130,1977-11-30,1977,11,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",0.02475513178382896,2.384759056894836e-13,2.384759056894836e-13,2.384759056894836e-13,,5.961897642237091e-16,0.024755131783828363
19761231,1977-12-31,1977,12,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",0.11140385146226217,2.3418766925686896e-13,2.3418766925686896e-13,2.3418766925686896e-13,,5.854691731421724e-16,0.11140385146226159
19770131,1978-01-31,1978,1,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",0.05733299321632581,2.3639423751831146e-13,2.3639423751831146e-13,2.3639423751831146e-13,,5.909855937957787e-16,0.05733299321632522
19770228,1978-02-28,1978,2,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",0.004469927096270344,2.0968643488217253e-13,2.0968643488217253e-13,2.0968643488217253e-13,,5.242160872054313e-16,0.0044699270962698205
19770331,1978-03-31,1978,3,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",0.015345770716175433,2.049610481336117e-13,2.049610481336117e-13,2.049610481336117e-13,,5.124026203340293e-16,0.015345770716174921
19770429,1978-04-30,1978,4,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",0.015806265943323617,1.9859114352982488e-13,1.9859114352982488e-13,1.9859114352982488e-13,,4.964778588245622e-16,0.01580626594332312
19770531,1978-05-31,1978,5,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",0.006519822685457135,2.0296264668928643e-13,2.0296264668928643e-13,2.0296264668928643e-13,,5.074066167232161e-16,0.006519822685456628
19770630,1978-06-30,1978,6,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",0.06078560862796723,2.0949908474676704e-13,2.0949908474676704e-13,2.0949908474676704e-13,,5.237477118669176e-16,0.06078560862796671
19770729,1978-07-31,1978,7,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",0.021373572119750845,2.3179375086002096e-13,2.3179375086002096e-13,2.3179375086002096e-13,,5.794843771500524e-16,0.021373572119750266
19770831,1978-08-31,1978,8,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",-0.004965085564604504,2.3254315140164294e-13,2.3254315140164294e-13,2.3254315140164294e-13,,5.813578785041074e-16,-0.004965085564605085
19770930,1978-09-30,1978,9,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",0.017070537641057922,2.3495788648020266e-13,2.3495788648020266e-13,2.3495788648020266e-13,,5.873947162005067e-16,0.017070537641057336
19771031,1978-10-31,1978,10,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",-0.02385524072757876,2.4840546286597487e-13,2.4840546286597487e-13,2.4840546286597487e-13,,6.210136571649372e-16,-0.023855240727579382
19771130,1978-11-30,1978,11,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",0.08462929044067367,2.615824223894947e-13,2.615824223894947e-13,2.615824223894947e-13,,6.539560559737368e-16,0.08462929044067302
19771230,1978-12-31,1978,12,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",0.023746615917999946,2.6626617577463207e-13,2.6626617577463207e-13,2.6626617577463207e-13,,6.656654394365802e-16,0.02374661591799928
19780131,1979-01-31,1979,1,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",0.0028548602676780493,2.8487628922491126e-13,2.8487628922491126e-13,2.8487628922491126e-13,,7.121907230622782e-16,0.002854860267677337
19780228,1979-02-28,1979,2,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",0.03778985660800874,2.8820695829878673e-13,2.8820695829878673e-13,2.8820695829878673e-13,,7.205173957469669e-16,0.037789856608008016
19780331,1979-03-31,1979,3,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",0.0855024551400996,2.6759844340418226e-13,2.6759844340418226e-13,2.6759844340418226e-13,,6.689961085104557e-16,0.08550245514009894
19780428,1979-04-30,1979,4,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",0.08308000234313123,2.665784260003079e-13,2.665784260003079e-13,2.665784260003079e-13,,6.664460650007698e-16,0.08308000234313057
19780531,1979-05-31,1979,5,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",0.0827842676637797,2.6453839119255917e-13,2.6453839119255917e-13,2.6453839119255917e-13,,6.61345977981398e-16,0.08278426766377904
19780630,1979-06-30,1979,6,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",0.0098786394972044,2.7754881726238523e-13,2.7754881726238523e-13,2.7754881726238523e-13,,6.938720431559631e-16,0.009878639497203707
19780731,1979-07-31,1979,7,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",0.04943011902726263,2.67619260085894e-13,2.67619260085894e-13,2.67619260085894e-13,,6.69048150214735e-16,0.049430119027261965
19780831,1979-08-31,1979,8,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",0.11087308948824265,2.7573776595346544e-13,2.7573776595346544e-13,2.7573776595346544e-13,,6.893444148836636e-16,0.11087308948824195
19780929,1979-09-30,1979,9,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",0.010251503811046513,2.6813967712868703e-13,2.6813967712868703e-13,2.6813967712868703e-13,,6.703491928217176e-16,0.010251503811045844
19781031,1979-10-31,1979,10,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",-0.22006827905479795,2.5348473320363496e-13,2.5348473320363496e-13,2.5348473320363496e-13,,6.337118330090874e-16,-0.2200682790547986
19781130,1979-11-30,1979,11,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",0.05285279963920608,1.9904911052748275e-13,1.9904911052748275e-13,1.9904911052748275e-13,,4.976227763187069e-16,0.05285279963920558
19781229,1979-12-31,1979,12,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",0.012851261785846318,2.2494506257686453e-13,2.2494506257686453e-13,2.2494506257686453e-13,,5.623626564421613e-16,0.012851261785845756
19790131,1980-01-31,1980,1,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",0.11845599819724967,2.633934736984145e-13,2.633934736984145e-13,2.633934736984145e-13,,6.584836842460363e-16,0.11845599819724902
19790228,1980-02-29,1980,2,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",-0.01984525340817818,2.7507163213869035e-13,2.7507163213869035e-13,2.7507163213869035e-13,,6.876790803467259e-16,-0.019845253408178866
19790330,1980-03-31,1980,3,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",0.08593291408241902,2.6347674042526137e-13,2.6347674042526137e-13,2.6347674042526137e-13,,6.586918510631534e-16,0.08593291408241836
19790430,1980-04-30,1980,4,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",0.03227776350000232,2.6497554150850533e-13,2.6497554150850533e-13,2.6497554150850533e-13,,6.624388537712633e-16,0.03227776350000166
19790531,1980-05-31,1980,5,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",-0.005372557136197545,2.411612576302957e-13,2.411612576302957e-13,2.411612576302957e-13,,6.029031440757393e-16,-0.005372557136198147
19790629,1980-06-30,1980,6,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",0.05136377263918635,2.4917568008930857e-13,2.4917568008930857e-13,2.4917568008930857e-13,,6.229392002232715e-16,0.05136377263918573
19790731,1980-07-31,1980,7,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",0.020028677199776333,2.3822610550894296e-13,2.3822610550894296e-13,2.3822610550894296e-13,,5.955652637723574e-16,0.020028677199775736
19790831,1980-08-31,1980,8,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",0.08361715974304963,2.3830937223578985e-13,2.3830937223578985e-13,2.3830937223578985e-13,,5.957734305894746e-16,0.08361715974304904
19790928,1980-09-30,1980,9,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",-0.006658861516634992,2.280051147884876e-13,2.280051147884876e-13,2.280051147884876e-13,,5.700127869712191e-16,-0.006658861516635562
19791031,1980-10-31,1980,10,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",-0.10305479213605376,2.097488849273077e-13,2.097488849273077e-13,2.097488849273077e-13,,5.243722123182693e-16,-0.10305479213605429
19791130,1980-11-30,1980,11,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",0.06883784680393569,1.9059753775252375e-13,1.9059753775252375e-13,1.9059753775252375e-13,,4.764938443813094e-16,0.06883784680393522
19791231,1980-12-31,1980,12,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",0.06811274847083376,1.9022283748171276e-13,1.9022283748171276e-13,1.9022283748171276e-13,,4.755570937042819e-16,0.06811274847083329
19800131,1981-01-31,1981,1,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",0.11504713037322462,1.1361744878257696e-13,1.1361744878257696e-13,1.1361744878257696e-13,,2.840436219564424e-16,0.11504713037322434
19800229,1981-02-28,1981,2,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",-0.013879409915117158,1.7159190734972185e-13,1.7159190734972185e-13,1.7159190734972185e-13,,4.289797683743046e-16,-0.013879409915117586
19800331,1981-03-31,1981,3,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",-0.17844041797323099,1.3399698017835249e-13,1.3399698017835249e-13,1.3399698017835249e-13,,3.3499245044588124e-16,-0.17844041797323132
19800430,1981-04-30,1981,4,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",0.05435756762540445,1.153868667280733e-13,1.153868667280733e-13,1.153868667280733e-13,,2.8846716682018324e-16,0.05435756762540416
19800530,1981-05-31,1981,5,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",0.0731100265603438,9.981598880770548e-14,9.981598880770548e-14,9.981598880770548e-14,,2.495399720192637e-16,0.07311002656034354
19800630,1981-06-30,1981,6,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",0.04226904683614645,1.1638606745023594e-13,1.1638606745023594e-13,1.1638606745023594e-13,,2.9096516862558984e-16,0.04226904683614616
19800731,1981-07-31,1981,7,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",0.10132474070690872,1.0685202722626741e-13,1.0685202722626741e-13,1.0685202722626741e-13,,2.6713006806566854e-16,0.10132474070690846
19800829,1981-08-31,1981,8,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",0.08406770650009937,9.865025463184907e-14,9.865025463184907e-14,9.865025463184907e-14,,2.466256365796227e-16,0.08406770650009912
19800930,1981-09-30,1981,9,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",0.04074147655002476,8.14973089013904e-14,8.14973089013904e-14,8.14973089013904e-14,,2.03743272253476e-16,0.04074147655002456
19801031,1981-10-31,1981,10,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",0.04338541846410102,6.132594432273208e-14,6.132594432273208e-14,6.132594432273208e-14,,1.533148608068302e-16,0.043385418464100864
19801128,1981-11-30,1981,11,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",0.05117656864993825,2.0233814623793478e-14,2.0233814623793478e-14,2.0233814623793478e-14,,5.0584536559483695e-17,0.0511765686499382
19801231,1981-12-31,1981,12,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",-0.04338490326031026,1.7007228958476617e-14,1.7007228958476617e-14,1.7007228958476617e-14,,4.2518072396191545e-17,-0.043384903260310304
19810130,1982-01-31,1982,1,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",0.021139463361806634,2.3189783426857957e-14,2.3189783426857957e-14,2.3189783426857957e-14,,5.79744585671449e-17,0.021139463361806575
19810227,1982-02-28,1982,2,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",0.004893590015585712,2.6249835638481045e-14,2.6249835638481045e-14,2.6249835638481045e-14,,6.562458909620261e-17,0.004893590015585646
19810331,1982-03-31,1982,3,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",0.08511356692054298,7.743805596760467e-15,7.743805596760467e-15,7.743805596760467e-15,,1.9359513991901167e-17,0.08511356692054296
19810430,1982-04-30,1982,4,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",0.039522207498249994,5.93275428784068e-15,5.93275428784068e-15,5.93275428784068e-15,,1.4831885719601702e-17,0.03952220749824998
19810529,1982-05-31,1982,5,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",0.031425465753556536,1.7610912728116546e-14,1.7610912728116546e-14,1.7610912728116546e-14,,4.402728182029136e-17,0.031425465753556495
19810630,1982-06-30,1982,6,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",0.002261629836306367,2.5500435096859064e-14,2.5500435096859064e-14,2.5500435096859064e-14,,6.375108774214766e-17,0.002261629836306303
19810731,1982-07-31,1982,7,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",-0.025878998160508496,5.847405892822621e-14,5.847405892822621e-14,5.847405892822621e-14,,1.4618514732056553e-16,-0.02587899816050864
19810831,1982-08-31,1982,8,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",-0.08261110526082886,7.585598815751382e-14,7.585598815751382e-14,7.585598815751382e-14,,1.8963997039378456e-16,-0.08261110526082906
19810930,1982-09-30,1982,9,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",-0.09212218869524212,1.137423488728473e-13,1.137423488728473e-13,1.137423488728473e-13,,2.8435587218211825e-16,-0.0921221886952424
19811030,1982-10-31,1982,10,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",0.0769351951143319,1.1792650189690335e-13,1.1792650189690335e-13,1.1792650189690335e-13,,2.948162547422584e-16,0.07693519511433161
19811130,1982-11-30,1982,11,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",0.017418512657837143,1.1099454688690003e-13,1.1099454688690003e-13,1.1099454688690003e-13,,2.774863672172501e-16,0.017418512657836865
19811231,1982-12-31,1982,12,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",-0.020304777555996627,1.0345890810725678e-13,1.0345890810725678e-13,1.0345890810725678e-13,,2.5864727026814193e-16,-0.020304777555996887
19820129,1983-01-31,1983,1,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",-0.005517237712292206,9.101053244364721e-14,9.101053244364721e-14,9.101053244364721e-14,,2.27526331109118e-16,-0.005517237712292433
19820226,1983-02-28,1983,2,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",-0.03257439493456764,8.555656183517613e-14,8.555656183517613e-14,8.555656183517613e-14,,2.138914045879403e-16,-0.03257439493456785
19820331,1983-03-31,1983,3,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",-0.009826782996487175,8.215650382226158e-14,8.215650382226158e-14,8.215650382226158e-14,,2.0539125955565397e-16,-0.00982678299648738
19820430,1983-04-30,1983,4,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",0.053036880631416816,1.0027395580536336e-13,1.0027395580536336e-13,1.0027395580536336e-13,,2.506848895134084e-16,0.053036880631416566
19820528,1983-05-31,1983,5,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",-0.01487619587782901,1.0641487691032125e-13,1.0641487691032125e-13,1.0641487691032125e-13,,2.6603719227580316e-16,-0.014876195877829275
19820630,1983-06-30,1983,6,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",-0.03126400102875478,1.2648215808042096e-13,1.2648215808042096e-13,1.2648215808042096e-13,,3.162053952010524e-16,-0.0312640010287551
19820730,1983-07-31,1983,7,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",-0.004027873941509901,1.33060229501325e-13,1.33060229501325e-13,1.33060229501325e-13,,3.326505737533125e-16,-0.004027873941510234
19820831,1983-08-31,1983,8,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",0.04336523558815377,1.4650780588709722e-13,1.4650780588709722e-13,1.4650780588709722e-13,,3.662695147177431e-16,0.0433652355881534
19820930,1983-09-30,1983,9,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",0.030993299373631277,1.4240691958988805e-13,1.4240691958988805e-13,1.4240691958988805e-13,,3.5601729897472015e-16,0.03099329937363092
19821029,1983-10-31,1983,10,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",0.1299242964481132,1.612668332207079e-13,1.612668332207079e-13,1.612668332207079e-13,,4.0316708305176973e-16,0.1299242964481128
19821130,1983-11-30,1983,11,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",0.10366539035899486,1.7592177714575996e-13,1.7592177714575996e-13,1.7592177714575996e-13,,4.398044428643999e-16,0.10366539035899441
19821231,1983-12-31,1983,12,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",0.02494453639877052,1.9711315912829264e-13,1.9711315912829264e-13,1.9711315912829264e-13,,4.927828978207316e-16,0.024944536398770027
19830131,1984-01-31,1984,1,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",0.12519032800649812,2.298994328242543e-13,2.298994328242543e-13,2.298994328242543e-13,,5.747485820606357e-16,0.12519032800649754
19830228,1984-02-29,1984,2,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",0.05326183192177354,2.158065393054187e-13,2.158065393054187e-13,2.158065393054187e-13,,5.395163482635468e-16,0.053261831921773
19830331,1984-03-31,1984,3,"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",0.05433132101410197,2.0837498393433407e-13,2.0837498393433407e-13,2.0837498393433407e-13,,5.209374598358352e-16,0.05433132101410145
