method,n_months,start_date,end_date,mean_gross_monthly,mean_net_monthly,mean_gross_ann,mean_net_ann,vol_gross_monthly,vol_net_monthly,vol_gross_ann,vol_net_ann,sharpe_gross_ann,sharpe_net_ann,sharpe_decay_due_to_costs,hit_rate_gross,hit_rate_net,avg_turnover,avg_cost,max_drawdown_net,terminal_wealth_gross,terminal_wealth_net
"AP-Trees baseline (static, no TC, lagged trade)",275,1994-02-28,2016-12-31,0.014841817557155917,0.014841817557155917,0.178101810685871,0.178101810685871,0.06897446639059601,0.06897446639059601,0.2389345604269284,0.2389345604269284,0.7453999554005021,0.7453999554005021,0.0,0.5927272727272728,0.5927272727272728,0.0,0.0,-0.6396381290696187,30.97472791250277,30.97472791250277
"AP-Trees rolling TC-aware (portfolio-level TC, lagged trade)",275,1994-02-28,2016-12-31,0.011210619488211766,0.011210619488185478,0.13452743385854118,0.13452743385822574,0.06058868596198576,0.060588685961985154,0.20988536489998905,0.20988536489998696,0.6409567142646838,0.6409567142631872,1.496580637194711e-12,0.6036363636363636,0.6036363636363636,1.0515295023605375e-11,2.6288237559013434e-14,-0.6277281045155803,13.060418653126549,13.0604186530331
"AP-Trees rolling TC-aware (stock-level TC, lagged trade)",275,1994-02-28,2016-12-31,0.011967723020881837,0.011358300383665091,0.14361267625058205,0.1362996046039811,0.06228072648827714,0.0622738866400981,0.21574676521999356,0.21572307129086926,0.6656539026397102,0.6318267387367302,0.03382716390298002,0.6072727272727273,0.6036363636363636,0.24376905488669875,0.000609422637216747,-0.6339342892008417,15.671154937196327,13.270729120561052
AP-Trees static + stock-level TC (lagged trade),275,1994-02-28,2016-12-31,0.014841817557155917,0.014026735084395553,0.178101810685871,0.16832082101274665,0.06897446639059601,0.06895529804563882,0.2389345604269284,0.23886815933220268,0.7453999554005021,0.7046599324217871,0.04074002297871493,0.5927272727272728,0.5890909090909091,0.32603298910414524,0.0008150824727603632,-0.6460064535811447,30.97472791250277,24.81471303453029
S&P 500 (SPY adjusted close),275,1994-02-28,2016-12-31,0.008054340899423444,0.008054340899423444,0.09665209079308132,0.09665209079308132,0.042316574759834316,0.042316574759834316,0.1465889149726396,0.1465889149726396,0.659341061437839,0.659341061437839,0.0,0.6290909090909091,0.6290909090909091,0.0,0.0,-0.5078483548919175,7.095945006491567,7.095945006491567
