date,date_dt,yy,mm,method,gross_ret,turnover_raw,turnover,turnover_portfolio,turnover_stock,cost,net_ret,wealth_gross,wealth_net,drawdown_net
19950131,1996-01-31,1996,1,AP-Trees rolling TC-aware (portfolio-level TC),0.03742111536324122,3.42454672792869e-06,3.42454672792869e-06,3.42454672792869e-06,,8.561366819821725e-09,0.0374211068018744,1.1912786749316393,1.1912784722078897,-0.07530049761875146
19950228,1996-02-29,1996,2,AP-Trees rolling TC-aware (portfolio-level TC),0.03137455828732382,3.7720240018447593e-06,3.7720240018447593e-06,3.7720240018447593e-06,,9.4300600046119e-09,0.03137454885726382,1.2286545171547278,1.2286542968367828,-0.04628846790300345
19950331,1996-03-31,1996,3,AP-Trees rolling TC-aware (portfolio-level TC),0.016874501709896822,3.2628138522672323e-06,3.2628138522672323e-06,3.2628138522672323e-06,,8.157034630668081e-09,0.01687449355286219,1.2493874499053277,1.2493872158474515,-0.03019506880334233
19950428,1996-04-30,1996,4,AP-Trees rolling TC-aware (portfolio-level TC),0.02652015399708768,3.2140212260015066e-06,3.2140212260015066e-06,3.2140212260015066e-06,,8.035053065003768e-09,0.026520145962034617,1.2825213974788456,1.282521147174826,-0.004475700473306143
19950531,1996-05-31,1996,5,AP-Trees rolling TC-aware (portfolio-level TC),0.02822094007755172,3.2072164019500415e-06,3.2072164019500415e-06,3.2072164019500415e-06,,8.018041004875104e-09,0.028220932059510713,1.318715356985274,1.3187150893341326,0.0
19950630,1996-06-30,1996,6,AP-Trees rolling TC-aware (portfolio-level TC),0.05028488973997378,3.063573489454907e-06,3.063573489454907e-06,3.063573489454907e-06,,7.658933723637268e-09,0.05028488208104006,1.3850268133096886,1.3850265220997875,0.0
19950731,1996-07-31,1996,7,AP-Trees rolling TC-aware (portfolio-level TC),0.05229908715408588,3.016750725344519e-06,3.016750725344519e-06,3.016750725344519e-06,,7.541876813361297e-09,0.052299079612209066,1.4574624513297176,1.4574621344441054,0.0
19950831,1996-08-31,1996,8,AP-Trees rolling TC-aware (portfolio-level TC),0.03303509661324609,3.232170677353041e-06,3.232170677353041e-06,3.232170677353041e-06,,8.080426693382604e-09,0.0330350885328194,1.5056098642195732,1.5056095250886985,0.0
19950929,1996-09-30,1996,9,AP-Trees rolling TC-aware (portfolio-level TC),0.03155035884231676,3.3394313096769823e-06,3.3394313096769823e-06,3.3394313096769823e-06,,8.348578274192457e-09,0.031550350493738485,1.5531123957122326,1.5531120333119581,0.0
19951031,1996-10-31,1996,10,AP-Trees rolling TC-aware (portfolio-level TC),-0.03789421274236582,3.613320317282648e-06,3.613320317282648e-06,3.613320317282648e-06,,9.03330079320662e-09,-0.03789422177566661,1.4942584241763077,1.4942580614791783,-0.03789422177566659
