"FF3 Alpha","FF5 Alpha","XSF Alpha","FF11 Alpha","FF3 SE","FF5 SE","XSF SE","FF11 SE","FF3 T-Stat","FF5 T-Stat","XSF T-Stat","FF11 T-Stat","FF3 P-val","FF5 P-val","XSF P-val","FF11 P-val"
1.02273990333394,1.03043272933521,1.03079166046355,1.04744863219648,0.103279220681706,0.106901914984223,0.106284325007926,0.113713150033076,9.90266867413635,9.6390483695946,9.69843540321381,9.21132368500742,6.08493123674261e-20,4.34758900468286e-19,2.76761331518445e-19,1.03857573933793e-17
