candidate,weight
port_V26,0.29220285439445837
port_V30,0.1474468742851891
port_V27,0.13644945976868872
port_V22,0.13606835124324496
port_V23,0.0925429761300368
port_V10,0.0557266559808911
port_V21,0.04938326593011086
port_V31,0.03588482748151774
port_V25,0.035721619116047286
port_V6,0.017377619323957986
port_V29,0.0011954963458571171
