candidate,weight
port_V26,0.29198071550629756
port_V30,0.14753323400298823
port_V27,0.13648442889145898
port_V22,0.1360740460173175
port_V23,0.09263809803951185
port_V10,0.05546470978186776
port_V21,0.04943927873174816
port_V31,0.03604428312720142
port_V25,0.03587261656090003
port_V6,0.01715690600961728
port_V29,0.001311683331091259
