date_dt,yy,mm,method,gross_ret,turnover_raw,turnover,cost,net_ret
2008-07-31,2008,7,Triple Sort static (no TC),-0.037026625205577104,0.0,0.0,0.0,-0.037026625205577104
2008-08-31,2008,8,Triple Sort static (no TC),0.013561517178213236,0.0,0.0,0.0,0.013561517178213236
2008-09-30,2008,9,Triple Sort static (no TC),0.02948194601509421,0.0,0.0,0.0,0.02948194601509421
2008-10-31,2008,10,Triple Sort static (no TC),0.013883797138075388,0.0,0.0,0.0,0.013883797138075388
2008-11-30,2008,11,Triple Sort static (no TC),-0.044176971177288686,0.0,0.0,0.0,-0.044176971177288686
2008-12-31,2008,12,Triple Sort static (no TC),-0.01707533687289041,0.0,0.0,0.0,-0.01707533687289041
2009-01-31,2009,1,Triple Sort static (no TC),-0.05554091578404502,0.0,0.0,0.0,-0.05554091578404502
2009-02-28,2009,2,Triple Sort static (no TC),-0.021035545536807584,0.0,0.0,0.0,-0.021035545536807584
2009-03-31,2009,3,Triple Sort static (no TC),-0.009073764762169461,0.0,0.0,0.0,-0.009073764762169461
2009-04-30,2009,4,Triple Sort static (no TC),0.043812830921415226,0.0,0.0,0.0,0.043812830921415226
2009-05-31,2009,5,Triple Sort static (no TC),0.02703117598809557,0.0,0.0,0.0,0.02703117598809557
2009-06-30,2009,6,Triple Sort static (no TC),-0.08809425547315887,0.0,0.0,0.0,-0.08809425547315887
2009-07-31,2009,7,Triple Sort static (no TC),0.009014460066125258,0.0,0.0,0.0,0.009014460066125258
2009-08-31,2009,8,Triple Sort static (no TC),0.019946514633346537,0.0,0.0,0.0,0.019946514633346537
2009-09-30,2009,9,Triple Sort static (no TC),-0.08885030973189459,0.0,0.0,0.0,-0.08885030973189459
2009-10-31,2009,10,Triple Sort static (no TC),-0.1933052813798943,0.0,0.0,0.0,-0.1933052813798943
2009-11-30,2009,11,Triple Sort static (no TC),-0.08144898336257264,0.0,0.0,0.0,-0.08144898336257264
2009-12-31,2009,12,Triple Sort static (no TC),0.04178402693528041,0.0,0.0,0.0,0.04178402693528041
2010-01-31,2010,1,Triple Sort static (no TC),-0.10160290213968025,0.0,0.0,0.0,-0.10160290213968025
2010-02-28,2010,2,Triple Sort static (no TC),-0.11466535680088258,0.0,0.0,0.0,-0.11466535680088258
2010-03-31,2010,3,Triple Sort static (no TC),0.08265348411609848,0.0,0.0,0.0,0.08265348411609848
2010-04-30,2010,4,Triple Sort static (no TC),0.1337217809423532,0.0,0.0,0.0,0.1337217809423532
2010-05-31,2010,5,Triple Sort static (no TC),0.06694247873352888,0.0,0.0,0.0,0.06694247873352888
2010-06-30,2010,6,Triple Sort static (no TC),-0.004214328280567261,0.0,0.0,0.0,-0.004214328280567261
2010-07-31,2010,7,Triple Sort static (no TC),0.09454369575851415,0.0,0.0,0.0,0.09454369575851415
2010-08-31,2010,8,Triple Sort static (no TC),0.04092092690387522,0.0,0.0,0.0,0.04092092690387522
2010-09-30,2010,9,Triple Sort static (no TC),0.05290527351454582,0.0,0.0,0.0,0.05290527351454582
2010-10-31,2010,10,Triple Sort static (no TC),-0.039110017334277644,0.0,0.0,0.0,-0.039110017334277644
2010-11-30,2010,11,Triple Sort static (no TC),0.04449031921106428,0.0,0.0,0.0,0.04449031921106428
2010-12-31,2010,12,Triple Sort static (no TC),0.04518802645804166,0.0,0.0,0.0,0.04518802645804166
2011-01-31,2011,1,Triple Sort static (no TC),-0.03202124479742359,0.0,0.0,0.0,-0.03202124479742359
2011-02-28,2011,2,Triple Sort static (no TC),0.04231348153999663,0.0,0.0,0.0,0.04231348153999663
2011-03-31,2011,3,Triple Sort static (no TC),0.06004687035321648,0.0,0.0,0.0,0.06004687035321648
2011-04-30,2011,4,Triple Sort static (no TC),0.01956332706761538,0.0,0.0,0.0,0.01956332706761538
2011-05-31,2011,5,Triple Sort static (no TC),-0.07130694550794897,0.0,0.0,0.0,-0.07130694550794897
2011-06-30,2011,6,Triple Sort static (no TC),-0.0486769578831063,0.0,0.0,0.0,-0.0486769578831063
2011-07-31,2011,7,Triple Sort static (no TC),0.07558717950887227,0.0,0.0,0.0,0.07558717950887227
2011-08-31,2011,8,Triple Sort static (no TC),-0.06119674857936712,0.0,0.0,0.0,-0.06119674857936712
2011-09-30,2011,9,Triple Sort static (no TC),0.08661141766449575,0.0,0.0,0.0,0.08661141766449575
2011-10-31,2011,10,Triple Sort static (no TC),0.03800932394872466,0.0,0.0,0.0,0.03800932394872466
2011-11-30,2011,11,Triple Sort static (no TC),0.016982540788333663,0.0,0.0,0.0,0.016982540788333663
2011-12-31,2011,12,Triple Sort static (no TC),0.08733063708329472,0.0,0.0,0.0,0.08733063708329472
2012-01-31,2012,1,Triple Sort static (no TC),0.02931322265502815,0.0,0.0,0.0,0.02931322265502815
2012-02-29,2012,2,Triple Sort static (no TC),0.050004495610730886,0.0,0.0,0.0,0.050004495610730886
2012-03-31,2012,3,Triple Sort static (no TC),0.008934352224433726,0.0,0.0,0.0,0.008934352224433726
2012-04-30,2012,4,Triple Sort static (no TC),0.02837781768777443,0.0,0.0,0.0,0.02837781768777443
2012-05-31,2012,5,Triple Sort static (no TC),-0.021228950348970096,0.0,0.0,0.0,-0.021228950348970096
2012-06-30,2012,6,Triple Sort static (no TC),-0.023877232210879316,0.0,0.0,0.0,-0.023877232210879316
2012-07-31,2012,7,Triple Sort static (no TC),-0.03140328991441028,0.0,0.0,0.0,-0.03140328991441028
2012-08-31,2012,8,Triple Sort static (no TC),-0.06537984991289449,0.0,0.0,0.0,-0.06537984991289449
2012-09-30,2012,9,Triple Sort static (no TC),-0.09952361315574759,0.0,0.0,0.0,-0.09952361315574759
2012-10-31,2012,10,Triple Sort static (no TC),0.130634739196639,0.0,0.0,0.0,0.130634739196639
2012-11-30,2012,11,Triple Sort static (no TC),-0.017332529722295428,0.0,0.0,0.0,-0.017332529722295428
2012-12-31,2012,12,Triple Sort static (no TC),0.008468165464072837,0.0,0.0,0.0,0.008468165464072837
2013-01-31,2013,1,Triple Sort static (no TC),0.05588078432783611,0.0,0.0,0.0,0.05588078432783611
2013-02-28,2013,2,Triple Sort static (no TC),0.03697495813338543,0.0,0.0,0.0,0.03697495813338543
2013-03-31,2013,3,Triple Sort static (no TC),0.024295405672347396,0.0,0.0,0.0,0.024295405672347396
2013-04-30,2013,4,Triple Sort static (no TC),-0.013443559633792434,0.0,0.0,0.0,-0.013443559633792434
2013-05-31,2013,5,Triple Sort static (no TC),-0.07377576371334599,0.0,0.0,0.0,-0.07377576371334599
2013-06-30,2013,6,Triple Sort static (no TC),0.04039875461311599,0.0,0.0,0.0,0.04039875461311599
2013-07-31,2013,7,Triple Sort static (no TC),0.004361849537509571,0.0,0.0,0.0,0.004361849537509571
2013-08-31,2013,8,Triple Sort static (no TC),0.030710238099669843,0.0,0.0,0.0,0.030710238099669843
2013-09-30,2013,9,Triple Sort static (no TC),0.031761493307077227,0.0,0.0,0.0,0.031761493307077227
2013-10-31,2013,10,Triple Sort static (no TC),-0.0029626802315169793,0.0,0.0,0.0,-0.0029626802315169793
2013-11-30,2013,11,Triple Sort static (no TC),0.002940411850883432,0.0,0.0,0.0,0.002940411850883432
