"FF3 Alpha","FF5 Alpha","XSF Alpha","FF11 Alpha","FF3 SE","FF5 SE","XSF SE","FF11 SE","FF3 T-Stat","FF5 T-Stat","XSF T-Stat","FF11 T-Stat","FF3 P-val","FF5 P-val","XSF P-val","FF11 P-val"
0.941281747574259,0.928983702325559,0.941196951356051,0.985822262066029,0.146147662800642,0.151704165426919,0.151057337632327,0.16088038602332,6.44062128354557,6.12365322805246,6.23072646525069,6.12767215714618,5.37189228609904e-10,3.2145929464829e-09,1.76699007822664e-09,3.22773134391735e-09
